page_id,violations,passes,total_checks,failure_rate,id,source_id,rank,title,type,issn,sjr,sjr_best_quartile,h_index,total_docs_2022,total_docs_3years,total_refs,total_cites_3years,citable_docs_3years,cites_per_doc_2years,ref_per_doc,country,region,publisher,coverage,categories,areas,url
2194_home,27,586,613,0.04404567699836868,2194,sjr_19816,2194,Biology of Sport,journal,0860021X,"1,475",Q1,38,112,183,4781,1068,183,"5,80","42,69",Poland,Eastern Europe,Institute of Sport,1996-2022,"Orthopedics and Sports Medicine (Q1); Physical Therapy, Sports Therapy and Rehabilitation (Q1); Physiology (medical) (Q1); Sports Science (Q1)",Health Professions; Medicine,https://www.termedia.pl/Journal/Biology_of_Sport-78
2195_home,4,93,97,0.041237113402061855,2195,sjr_4100151514,2195,Critical care and resuscitation : journal of the Australasian Academy of Critical Care Medicine.,journal,14412772,"1,475",Q1,40,48,171,1202,340,125,"2,17","25,04",Australia,Pacific Region,College of Intensive Care Medicine,"1999, 2002, 2004-2022",Anesthesiology and Pain Medicine (Q1); Critical Care and Intensive Care Medicine (Q1); Emergency Medicine (Q1),Medicine,https://ccr.cicm.org.au/
2196_home,2,85,87,0.022988505747126436,2196,sjr_17620,2196,Journal of Neurochemistry,journal,"14714159, 00223042","1,475",Q1,248,157,752,12603,3689,715,"4,44","80,27",United Kingdom,Western Europe,Wiley-Blackwell Publishing Ltd,1956-2022,Biochemistry (Q1); Cellular and Molecular Neuroscience (Q1),"Biochemistry, Genetics and Molecular Biology; Neuroscience",https://onlinelibrary.wiley.com/journal/14714159
2197_home,6,586,592,0.010135135135135136,2197,sjr_20864,2197,Transportation,journal,"00494488, 15729435","1,475",Q1,105,174,344,10935,1842,341,"4,91","62,84",Netherlands,Western Europe,Springer Netherlands,1972-2022,Civil and Structural Engineering (Q1); Development (Q1); Transportation (Q1),Engineering; Social Sciences,https://www.springer.com/journal/11116
2198_home,2,85,87,0.022988505747126436,2198,sjr_40751,2198,Evolutionary Anthropology,journal,"15206505, 10601538","1,474",Q1,92,31,110,2342,347,79,"2,64","75,55",United States,Northern America,Wiley-Liss Inc.,1992-2022,Anthropology (Q1); Medicine (miscellaneous) (Q1),Medicine; Social Sciences,https://onlinelibrary.wiley.com/journal/15206505
2199_home,4,117,121,0.03305785123966942,2199,sjr_21101058910,2199,Internet of Things (Netherlands),journal,25426605,"1,474",Q1,39,122,308,8012,2783,299,"8,23","65,67",Netherlands,Western Europe,Elsevier BV,2018-2022,Artificial Intelligence (Q1); Computer Science Applications (Q1); Computer Science (miscellaneous) (Q1); Engineering (miscellaneous) (Q1); Hardware and Architecture (Q1); Information Systems (Q1); Management of Technology and Innovation (Q1); Software (Q1),"Business, Management and Accounting; Computer Science; Engineering",https://www.sciencedirect.com/journal/internet-of-things
219_home,2,1157,1159,0.001725625539257981,219,sjr_21100838541,219,Nature Human Behaviour,journal,23973374,"5,639",Q1,79,223,666,10311,9097,442,"18,24","46,24",United Kingdom,Western Europe,Nature Publishing Group,2017-2022,Behavioral Neuroscience (Q1); Experimental and Cognitive Psychology (Q1); Social Psychology (Q1),Neuroscience; Psychology,https://www.nature.com/nathumbehav/
21_home,2,1022,1024,0.001953125,21,sjr_18990,21,Nature Genetics,journal,"10614036, 15461718","16,732",Q1,621,260,640,12836,15264,485,"19,56","49,37",United Kingdom,Western Europe,Nature Publishing Group,1992-2022,Genetics (Q1),"Biochemistry, Genetics and Molecular Biology",https://www.nature.com/ng/
2200_home,2,85,87,0.022988505747126436,2200,sjr_21101097039,2200,Sociology of Race and Ethnicity,journal,"23326506, 23326492","1,474",Q1,31,50,116,2801,443,112,"3,01","56,02",United States,Northern America,SAGE Publications Inc.,2015-2022,Anthropology (Q1); Social Sciences (miscellaneous) (Q1),Social Sciences,https://journals.sagepub.com/home/sre
2201_home,2,37,39,0.05128205128205128,2201,sjr_21101018849,2201,ACS Pharmacology and Translational Science,journal,25759108,"1,473",Q1,27,123,350,7806,1988,332,"6,04","63,46",United States,Northern America,American Chemical Society,2018-2022,Pharmacology (Q1); Pharmacology (medical) (Q1),"Medicine; Pharmacology, Toxicology and Pharmaceutics",https://pubs.acs.org/journal/aptsfn
2202_home,39,436,475,0.08210526315789474,2202,sjr_21100898535,2202,Internet Policy Review,journal,21976775,"1,473",Q1,24,33,153,1928,722,151,"3,39","58,42",Germany,Western Europe,Alexander von Humboldt Institute for Internet and Society,2012-2022,"Communication (Q1); Computer Networks and Communications (Q1); Management, Monitoring, Policy and Law (Q1)",Computer Science; Environmental Science; Social Sciences,https://policyreview.info/
2203_home,39,642,681,0.05726872246696035,2203,sjr_16685,2203,Journal of Clinical Psychiatry,journal,"01606689, 15552101","1,473",Q1,221,173,500,5413,1958,415,"3,82","31,29",United States,Northern America,Physicians Postgraduate Press Inc.,1978-2022,Medicine (miscellaneous) (Q1); Psychiatry and Mental Health (Q1),Medicine,https://www.psychiatrist.com/jcp/Pages/home.aspx
2204_home,4,117,121,0.03305785123966942,2204,sjr_25155,2204,Catena,journal,03418162,"1,472",Q1,150,810,1780,58843,12257,1758,"6,61","72,65",Netherlands,Western Europe,Elsevier,"1973, 1975-2023",Earth-Surface Processes (Q1),Earth and Planetary Sciences,https://www.journals.elsevier.com/catena
2205_home,33,614,647,0.05100463678516229,2205,sjr_19700201449,2205,International Journal of Logistics Management,journal,"17586550, 09574093","1,472",Q1,84,102,169,9361,1350,162,"8,03","91,77",United Kingdom,Western Europe,Emerald Group Publishing Ltd.,1990-2022,Business and International Management (Q1); Transportation (Q1),"Business, Management and Accounting; Social Sciences",https://www.emeraldgrouppublishing.com/products/journals/journals.htm?id=IJLM
2206_home,4,117,121,0.03305785123966942,2206,sjr_16322,2206,Desalination,journal,00119164,"1,471",Q1,219,602,1095,39329,11756,1090,"10,36","65,33",Netherlands,Western Europe,Elsevier,1966-2022,Chemical Engineering (miscellaneous) (Q1); Chemistry (miscellaneous) (Q1); Materials Science (miscellaneous) (Q1); Mechanical Engineering (Q1); Water Science and Technology (Q1),Chemical Engineering; Chemistry; Engineering; Environmental Science; Materials Science,https://www.sciencedirect.com/journal/desalination
2207_home,6,617,623,0.009630818619582664,2207,sjr_23972,2207,Landscape Ecology,journal,"15729761, 09212973","1,471",Q1,143,198,578,15890,3246,563,"5,55","80,25",Netherlands,Western Europe,Springer Netherlands,1987-2022,"Ecology (Q1); Geography, Planning and Development (Q1); Nature and Landscape Conservation (Q1)",Environmental Science; Social Sciences,https://www.springer.com/journal/10980
2208_home,2,85,87,0.022988505747126436,2208,sjr_24674,2208,Oikos,journal,"16000706, 00301299","1,471",Q1,195,186,495,14652,1948,495,"3,50","78,77",United Kingdom,Western Europe,Wiley-Blackwell Publishing Ltd,1973-2022,"Ecology, Evolution, Behavior and Systematics (Q1)",Agricultural and Biological Sciences,https://onlinelibrary.wiley.com/journal/16000706
2209_home,2,85,87,0.022988505747126436,2209,sjr_20086,2209,Statistics in Medicine,journal,"02776715, 10970258","1,471",Q1,206,349,1108,12519,2567,1041,"1,91","35,87",United Kingdom,Western Europe,John Wiley and Sons Ltd,1982-2022,Epidemiology (Q1); Statistics and Probability (Q1),Mathematics; Medicine,https://onlinelibrary.wiley.com/journal/10970258
220_home,2,85,87,0.022988505747126436,220,sjr_15359,220,Trends in Cognitive Sciences,journal,"1879307X, 13646613","5,615",Q1,339,129,369,9628,5072,304,"11,69","74,64",United Kingdom,Western Europe,Elsevier Ltd.,1997-2022,Cognitive Neuroscience (Q1); Experimental and Cognitive Psychology (Q1); Neuropsychology and Physiological Psychology (Q1),Neuroscience; Psychology,https://www.cell.com/trends/cognitive-sciences/home
2210_home,10,423,433,0.023094688221709007,2210,sjr_16855,2210,Biochemical Society Transactions,journal,"14708752, 03005127","1,470",Q1,154,170,615,16235,2698,615,"4,06","95,50",United Kingdom,Western Europe,"Portland Press, Ltd.",1973-2022,Biochemistry (Q1),"Biochemistry, Genetics and Molecular Biology",https://portlandpress.com/biochemsoctrans
2211_home,4,117,121,0.03305785123966942,2211,sjr_21466,2211,International Journal of Hygiene and Environmental Health,journal,14384639,"1,470",Q1,112,127,484,8015,3155,465,"6,11","63,11",Germany,Western Europe,Urban und Fischer Verlag Jena,2000-2022,"Public Health, Environmental and Occupational Health (Q1)",Medicine,https://www.journals.elsevier.com/international-journal-of-hygiene-and-environmental-health
2212_home,4,117,121,0.03305785123966942,2212,sjr_17470,2212,Structural Safety,journal,01674730,"1,470",Q1,108,61,207,3265,1272,205,"6,00","53,52",Netherlands,Western Europe,Elsevier,1982-2023,"Building and Construction (Q1); Civil and Structural Engineering (Q1); Safety, Risk, Reliability and Quality (Q1)",Engineering,https://www.journals.elsevier.com/structural-safety
2213_home,2,85,87,0.022988505747126436,2213,sjr_19700182654,2213,Project Management Journal,journal,"19389507, 87569728","1,469",Q1,55,40,142,3356,887,126,"5,42","83,90",United States,Northern America,SAGE Publications Inc.,"1986, 2000, 2010-2022",Business and International Management (Q1); Management of Technology and Innovation (Q1); Strategy and Management (Q1),"Business, Management and Accounting",https://journals.sagepub.com/home/pmx
2214_home,2,85,87,0.022988505747126436,2214,sjr_23306,2214,American Journal of Physiology - Cell Physiology,journal,"15221563, 03636143","1,468",Q1,195,256,613,20603,3253,591,"5,24","80,48",United States,Northern America,American Physiological Society,1977-2022,Cell Biology (Q1); Physiology (Q1),"Biochemistry, Genetics and Molecular Biology",https://journals.physiology.org/journal/ajpcell
2215_home,2,85,87,0.022988505747126436,2215,sjr_12675,2215,International Journal of Eating Disorders,journal,"1098108X, 02763478","1,468",Q1,152,194,590,8626,3217,557,"5,47","44,46",United States,Northern America,John Wiley &amp; Sons Inc.,1981-2022,Psychiatry and Mental Health (Q1),Medicine,https://onlinelibrary.wiley.com/journal/1098108x
2216_home,2,85,87,0.022988505747126436,2216,sjr_19691,2216,International Journal of Electronic Commerce,journal,"10864415, 15579301","1,468",Q1,91,23,72,1599,439,64,"4,52","69,52",United States,Northern America,M.E. Sharpe Inc.,1996-2022,Business and International Management (Q1); Economics and Econometrics (Q1),"Business, Management and Accounting; Economics, Econometrics and Finance",https://www.tandfonline.com/toc/mjec20/current
2217_home,2,629,631,0.003169572107765452,2217,sjr_21101044934,2217,npj Science of Learning,journal,20567936,"1,468",Q1,22,32,75,1854,421,72,"4,51","57,94",United Kingdom,Western Europe,Nature Publishing Group,2016-2022,Developmental Neuroscience (Q1); Education (Q1),Neuroscience; Social Sciences,https://www.nature.com/npjscilearn/
2218_home,167,822,989,0.16885743174924167,2218,sjr_21100874236,2218,Physical Review B,journal,"24699950, 24699969","1,468",Q1,481,4883,15127,284555,55779,15113,"3,62","58,27",United States,Northern America,American Physical Society,"1996, 2005, 2012-2022","Condensed Matter Physics (Q1); Electronic, Optical and Magnetic Materials (Q1)",Materials Science; Physics and Astronomy,https://journals.aps.org/prb/
2219_home,6,581,587,0.010221465076660987,2219,sjr_21101030210,2219,Research on Child and Adolescent Psychopathology,journal,"27307166, 27307174","1,468",Q1,159,121,400,7923,1683,397,"3,27","65,48",United States,Northern America,Springer New York,2021-2022,Developmental and Educational Psychology (Q1); Psychiatry and Mental Health (Q1),Medicine; Psychology,https://www.springer.com/journal/10802
221_home,2,85,87,0.022988505747126436,221,sjr_23188,221,European Journal of Heart Failure,journal,"13889842, 18790844","5,601",Q1,156,350,961,10837,8096,500,"8,20","30,96",United States,Northern America,Wiley-Blackwell,1999-2022,Cardiology and Cardiovascular Medicine (Q1),Medicine,https://onlinelibrary.wiley.com/journal/18790844
2220_home,6,543,549,0.01092896174863388,2220,sjr_23116,2220,Current Atherosclerosis Reports,journal,"15346242, 15233804","1,467",Q1,83,92,211,6574,1207,207,"5,69","71,46",United States,Northern America,Current Medicine Group,1999-2022,Cardiology and Cardiovascular Medicine (Q1),Medicine,https://www.springer.com/journal/11883
2221_home,7,505,512,0.013671875,2221,sjr_21100464956,2221,Exposure and Health,journal,"24519766, 24519685","1,467",Q1,40,98,145,7186,1282,144,"7,24","73,33",Netherlands,Western Europe,Springer Netherlands,2015-2022,"Health, Toxicology and Mutagenesis (Q1); Pollution (Q1); Public Health, Environmental and Occupational Health (Q1); Water Science and Technology (Q1)",Environmental Science; Medicine,https://link.springer.com/journal/12403
2222_home,2,85,87,0.022988505747126436,2222,sjr_21100979312,2222,JCO Global Oncology,journal,26878941,"1,467",Q1,33,138,572,2463,2049,521,"3,66","17,85",United States,Northern America,Lippincott Williams and Wilkins Ltd.,2020-2022,Oncology (Q1); Cancer Research (Q2),"Biochemistry, Genetics and Molecular Biology; Medicine",https://ascopubs.org/journal/go
2223_home,2,85,87,0.022988505747126436,2223,sjr_23326,2223,American Journal of Physiology - Lung Cellular and Molecular Physiology,journal,"15221504, 10400605","1,466",Q1,175,143,667,8071,2856,586,"4,11","56,44",United States,Northern America,American Physiological Society,1989-2022,Cell Biology (Q1); Physiology (Q1); Physiology (medical) (Q1); Pulmonary and Respiratory Medicine (Q1),"Biochemistry, Genetics and Molecular Biology; Medicine",https://journals.physiology.org/journal/ajplung
2224_home,9,378,387,0.023255813953488372,2224,sjr_21100237607,2224,Cancer Biology and Medicine,journal,20953941,"1,466",Q1,54,129,236,7697,1492,236,"6,35","59,67",China,Asiatic Region,Chinese Anticancer Association,2012-2022,Oncology (Q1); Cancer Research (Q2),"Biochemistry, Genetics and Molecular Biology; Medicine",http://www.cancerbiomed.org/index.php/cocr
2225_home,43,472,515,0.08349514563106795,2225,sjr_19700176047,2225,"Cyberpsychology, Behavior, and Social Networking",journal,"21522715, 21522723","1,466",Q1,169,126,422,4559,2571,368,"6,41","36,18",United States,Northern America,Mary Ann Liebert Inc.,2010-2022,Applied Psychology (Q1); Communication (Q1); Computer Science Applications (Q1); Human-Computer Interaction (Q1); Medicine (miscellaneous) (Q1); Social Psychology (Q1),Computer Science; Medicine; Psychology; Social Sciences,https://home.liebertpub.com/publications/cyberpsychology-behavior-brand-social-networking/10/overview
2226_home,2,85,87,0.022988505747126436,2226,sjr_29576,2226,Limnology and Oceanography,journal,"00243590, 19395590","1,466",Q1,216,253,757,17571,3609,750,"4,49","69,45",United States,Northern America,Wiley-Blackwell,1956-2022,Aquatic Science (Q1); Oceanography (Q1),Agricultural and Biological Sciences; Earth and Planetary Sciences,https://aslopubs.onlinelibrary.wiley.com/journal/19395590
2227_home,4,117,121,0.03305785123966942,2227,sjr_21100222556,2227,Journal of Contextual Behavioral Science,journal,22121447,"1,465",Q1,40,92,268,5521,1311,251,"5,17","60,01",Netherlands,Western Europe,Elsevier BV,2012-2022,"Applied Psychology (Q1); Behavioral Neuroscience (Q1); Ecology, Evolution, Behavior and Systematics (Q1); Health (social science) (Q1); Organizational Behavior and Human Resource Management (Q1)","Agricultural and Biological Sciences; Business, Management and Accounting; Neuroscience; Psychology; Social Sciences",https://www.journals.elsevier.com/journal-of-contextual-behavioral-science
2228_home,4,1,5,0.8,2228,sjr_19559,2228,Tianranqi Gongye/Natural Gas Industry,journal,10000976,"1,465",Q1,51,210,664,6800,2185,664,"3,84","32,38",China,Asiatic Region,Natural Gas Industry Journal Agency,1998-2022,Energy Engineering and Power Technology (Q1); Geotechnical Engineering and Engineering Geology (Q1),Earth and Planetary Sciences; Energy,http://journal16.magtechjournal.com/Jweb_ngi/EN/volumn/current.shtml
2229_home,6,77,83,0.07228915662650602,2229,sjr_12825,2229,Canadian Psychology,journal,07085591,"1,464",Q1,62,66,106,5330,547,100,"6,00","80,76",Canada,Northern America,Canadian Psychological Association,"1986-1988, 1990-1991, 1993, 1996-2022",Psychology (miscellaneous) (Q1),Psychology,https://www.apa.org/pubs/journals/cap/
222_home,2,85,87,0.022988505747126436,222,sjr_22687,222,Angewandte Chemie - International Edition,journal,"14337851, 15213773","5,573",Q1,612,3358,9896,219007,157802,9715,"16,04","65,22",United Kingdom,Western Europe,John Wiley and Sons Ltd,1962-2022,Catalysis (Q1); Chemistry (miscellaneous) (Q1),Chemical Engineering; Chemistry,https://onlinelibrary.wiley.com/journal/15213773
2230_home,82,406,488,0.1680327868852459,2230,sjr_13444,2230,Journal of the Meteorological Society of Japan,journal,"21869057, 00261165","1,464",Q1,90,54,216,2332,676,202,"2,87","43,19",Japan,Asiatic Region,Meteorological Society of Japan,"1905-1907, 1910-1918, 1920-1922, 1966-1967, 1974, 1976-1978, 1980-1981, 1983, 1986-2022",Atmospheric Science (Q1),Earth and Planetary Sciences,https://jmsj.metsoc.jp/
2231_home,17,666,683,0.024890190336749635,2231,sjr_4000148311,2231,Preventing chronic disease,journal,15451151,"1,464",Q1,91,82,434,1397,1800,420,"4,56","17,04",United States,Northern America,Centers for Disease Control and Prevention (CDC),2004-2022,"Health Policy (Q1); Public Health, Environmental and Occupational Health (Q1)",Medicine,https://www.cdc.gov/pcd/index.htm
2232_home,4,117,121,0.03305785123966942,2232,sjr_13120,2232,Seminars in Oncology,journal,"00937754, 15328708","1,464",Q1,142,60,140,3615,680,129,"3,71","60,25",United Kingdom,Western Europe,W.B. Saunders Ltd,1974-2022,Hematology (Q1); Oncology (Q1),Medicine,https://www.sciencedirect.com/journal/seminars-in-oncology
2233_home,3,36,39,0.07692307692307693,2233,sjr_26048,2233,IEEE Transactions on Consumer Electronics,journal,00983063,"1,463",Q1,108,54,141,1424,766,139,"5,31","26,37",United States,Northern America,Institute of Electrical and Electronics Engineers Inc.,1975-2022,Electrical and Electronic Engineering (Q1); Media Technology (Q1),Engineering,https://ieeexplore.ieee.org/xpl/tocresult.jsp?isnumber=4050380
2234_home,4,117,121,0.03305785123966942,2234,sjr_21101046659,2234,Materials Science for Energy Technologies,journal,25892991,"1,463",Q1,33,46,177,2486,1891,175,"8,25","54,04",China,Asiatic Region,KeAi Communications Co.,2018-2022,"Chemical Engineering (miscellaneous) (Q1); Fuel Technology (Q1); Materials Science (miscellaneous) (Q1); Renewable Energy, Sustainability and the Environment (Q1)",Chemical Engineering; Energy; Materials Science,https://www.sciencedirect.com/journal/materials-science-for-energy-technologies
2235_home,4,117,121,0.03305785123966942,2235,sjr_12807,2235,Personality and Individual Differences,journal,01918869,"1,463",Q1,193,547,1785,24087,9124,1769,"5,27","44,03",United Kingdom,Western Europe,Elsevier BV,1980-2023,Psychology (miscellaneous) (Q1),Psychology,https://www.sciencedirect.com/journal/personality-and-individual-differences
2236_home,2,85,87,0.022988505747126436,2236,sjr_15185,2236,Academic Emergency Medicine,journal,"15532712, 10696563","1,462",Q1,137,232,672,6222,1784,415,"2,92","26,82",United States,Northern America,Wiley-Blackwell,1994-2022,Emergency Medicine (Q1); Medicine (miscellaneous) (Q1),Medicine,https://onlinelibrary.wiley.com/journal/15532712
2237_home,2,85,87,0.022988505747126436,2237,sjr_18300156704,2237,Higher Education Research and Development,journal,"14698366, 07294360","1,462",Q1,83,221,320,9934,1694,316,"4,97","44,95",United Kingdom,Western Europe,Taylor and Francis Ltd.,"1982-1995, 1997, 1999-2022",Education (Q1),Social Sciences,https://www.tandfonline.com/toc/cher20/current
2238_home,4,550,554,0.007220216606498195,2238,sjr_19200156952,2238,Journal of Innate Immunity,journal,"16628128, 1662811X","1,462",Q1,78,64,118,4522,568,101,"4,57","70,66",Switzerland,Western Europe,S. Karger AG,2008-2022,Immunology and Allergy (Q1),Medicine,https://www.karger.com/Journal/Home/234234
2239_home,4,117,121,0.03305785123966942,2239,sjr_21101101317,2239,Blockchain: Research and Applications,journal,"20967209, 26669536","1,461",Q1,10,37,31,1901,261,30,"8,42","51,38",China,Asiatic Region,Zhejiang University Press,2020-2022,Computer Networks and Communications (Q1); Computer Science Applications (Q1); Information Systems (Q1),Computer Science,https://www.sciencedirect.com/journal/blockchain-research-and-applications
223_home,2,7,9,0.2222222222222222,223,sjr_25143,223,Advanced Functional Materials,journal,1616301X,"5,565",Q1,376,2342,5461,165514,107981,5431,"19,41","70,67",Germany,Western Europe,Wiley-VCH Verlag,2000-2022,"Biomaterials (Q1); Chemistry (miscellaneous) (Q1); Condensed Matter Physics (Q1); Electrochemistry (Q1); Electronic, Optical and Magnetic Materials (Q1); Materials Science (miscellaneous) (Q1); Nanoscience and Nanotechnology (Q1)",Chemistry; Materials Science; Physics and Astronomy,http://www3.interscience.wiley.com/journal/77003362/home/ProductInformation.html
2240_home,6,545,551,0.010889292196007259,2240,sjr_3100147501,2240,Clinical Research in Cardiology,journal,"18610692, 18610684","1,461",Q1,78,189,540,5456,2355,453,"4,69","28,87",Germany,Western Europe,Taylor and Francis Ltd.,2005-2022,Cardiology and Cardiovascular Medicine (Q1); Medicine (miscellaneous) (Q1),Medicine,https://www.springer.com/journal/392
2241_home,2,37,39,0.05128205128205128,2241,sjr_21100779404,2241,Macromolecules,journal,"00249297, 15205835","1,461",Q1,332,1061,3096,62298,17055,3078,"5,31","58,72",United States,Northern America,American Chemical Society,1968-2022,Inorganic Chemistry (Q1); Materials Chemistry (Q1); Organic Chemistry (Q1); Polymers and Plastics (Q1),Chemistry; Materials Science,https://pubs.acs.org/journal/mamobx#
2242_home,2,865,867,0.002306805074971165,2242,sjr_5100155080,2242,Neurotherapeutics,journal,19337213,"1,461",Q1,129,167,452,14162,2474,427,"4,81","84,80",United States,Northern America,Springer New York,2007-2022,Neurology (clinical) (Q1); Pharmacology (Q1); Pharmacology (medical) (Q1),"Medicine; Pharmacology, Toxicology and Pharmaceutics",https://www.springer.com/journal/13311
2243_home,4,117,121,0.03305785123966942,2243,sjr_22040,2243,Chemical Geology,journal,00092541,"1,460",Q1,229,360,1242,30583,5443,1234,"4,07","84,95",Netherlands,Western Europe,Elsevier,1966-2022,Geochemistry and Petrology (Q1); Geology (Q1),Earth and Planetary Sciences,https://www.journals.elsevier.com/chemical-geology
2244_home,6,516,522,0.011494252873563218,2244,sjr_19900195063,2244,Frontiers of Medicine,journal,"20950225, 20950217","1,460",Q1,55,95,224,5679,1689,205,"9,20","59,78",China,Asiatic Region,Springer Science + Business Media,2011-2022,Medicine (miscellaneous) (Q1),Medicine,https://www.springer.com/journal/11684
2245_home,119,12873,12992,0.009159482758620689,2245,sjr_25772,2245,International Affairs,journal,"14682346, 00205850","1,460",Q1,91,97,233,9203,1003,224,"4,41","94,88",United Kingdom,Western Europe,Wiley-Blackwell,"1979-1986, 1988-1989, 1996-2022",Political Science and International Relations (Q1); Sociology and Political Science (Q1),Social Sciences,https://academic.oup.com/ia
2246_home,34,624,658,0.05167173252279635,2246,sjr_21100220156,2246,Journal of Hospitality and Tourism Technology,journal,"17579880, 17579899","1,460",Q1,42,55,132,3667,993,129,"5,61","66,67",United Kingdom,Western Europe,Emarald Group Publishing Ltd,2010-2022,"Computer Science Applications (Q1); Information Systems (Q1); Tourism, Leisure and Hospitality Management (Q1)","Business, Management and Accounting; Computer Science",https://www.emeraldgrouppublishing.com/products/journals/journals.htm?id=JHTT
2247_home,139,13890,14029,0.00990804761565329,2247,sjr_20021,2247,Nephrology Dialysis Transplantation,journal,"14602385, 09310509","1,460",Q1,187,310,945,8684,4110,866,"4,39","28,01",United Kingdom,Western Europe,Oxford University Press,1986-2022,Medicine (miscellaneous) (Q1); Nephrology (Q1); Transplantation (Q1),Medicine,https://academic.oup.com/ndt
2248_home,6,547,553,0.0108499095840868,2248,sjr_4700152489,2248,Targeted Oncology,journal,"1776260X, 17762596","1,460",Q1,55,65,212,2647,1042,207,"4,79","40,72",France,Western Europe,Springer Paris,2006-2022,Oncology (Q1); Pharmacology (medical) (Q1); Cancer Research (Q2),"Biochemistry, Genetics and Molecular Biology; Medicine",https://www.springer.com/journal/11523
2249_home,1,233,234,0.004273504273504274,2249,sjr_12159,2249,Body Image,journal,"17401445, 18736807","1,459",Q1,98,171,337,11963,2244,333,"5,87","69,96",Netherlands,Western Europe,Elsevier BV,2004-2022,Applied Psychology (Q1); Psychology (miscellaneous) (Q1); Social Psychology (Q1),Psychology,http://www.elsevier.com/wps/find/journaldescription.cws_home/672932/description#description
224_home,3,36,39,0.07692307692307693,224,sjr_17915,224,Proceedings of the IEEE,journal,"15582256, 00189219","5,564",Q1,312,105,344,11399,7177,336,"21,58","108,56",United States,Northern America,Institute of Electrical and Electronics Engineers Inc.,1963-2022,Computer Science (miscellaneous) (Q1); Electrical and Electronic Engineering (Q1),Computer Science; Engineering,https://ieeexplore.ieee.org/xpl/RecentIssue.jsp?punumber=5
2250_home,2,85,87,0.022988505747126436,2250,sjr_1000147124,2250,European Union Politics,journal,"17412757, 14651165","1,459",Q1,72,45,105,2341,325,103,"2,64","52,02",United Kingdom,Western Europe,SAGE Publications Ltd,2000-2022,Demography (Q1); Health (social science) (Q1); Political Science and International Relations (Q1),Social Sciences,https://journals.sagepub.com/home/eup
2251_home,4,117,121,0.03305785123966942,2251,sjr_27049,2251,Global and Planetary Change,journal,09218181,"1,459",Q1,152,221,615,22386,3038,606,"4,21","101,29",Netherlands,Western Europe,Elsevier,1989-2022,Global and Planetary Change (Q1); Oceanography (Q1),Earth and Planetary Sciences; Environmental Science,https://www.sciencedirect.com/journal/global-and-planetary-change
2252_home,2,85,87,0.022988505747126436,2252,sjr_15106,2252,Journal of Inherited Metabolic Disease,journal,"01418955, 15732665","1,459",Q1,114,110,371,4608,1667,338,"4,09","41,89",Netherlands,Western Europe,Springer Netherlands,1978-2022,Genetics (Q1); Genetics (clinical) (Q1),"Biochemistry, Genetics and Molecular Biology; Medicine",https://onlinelibrary.wiley.com/journal/15732665
2253_home,6,557,563,0.010657193605683837,2253,sjr_21100901150,2253,Data Science and Engineering,journal,"23641541, 23641185","1,458",Q1,23,27,94,1398,473,85,"5,18","51,78",Germany,Western Europe,Springer,2016-2022,Computational Mechanics (Q1); Computer Science Applications (Q1),Computer Science; Engineering,https://www.springer.com/journal/41019
2254_home,2,76,78,0.02564102564102564,2254,sjr_28302,2254,Digestive Endoscopy,journal,"09155635, 14431661","1,458",Q1,69,354,687,7077,1980,351,"3,00","19,99",United Kingdom,Western Europe,Wiley-Blackwell Publishing Ltd,1989-2022,"Gastroenterology (Q1); Radiology, Nuclear Medicine and Imaging (Q1)",Medicine,https://onlinelibrary.wiley.com/journal/14431661
2255_home,4,553,557,0.00718132854578097,2255,sjr_21101059781,2255,Digital Biomarkers,journal,2504110X,"1,458",Q1,20,12,62,473,384,60,"5,15","39,42",Switzerland,Western Europe,S. Karger AG,2017-2022,Computer Science Applications (Q1); Health Informatics (Q1); Medicine (miscellaneous) (Q1),Computer Science; Medicine,https://karger.com/dib
2256_home,2,76,78,0.02564102564102564,2256,sjr_13312,2256,Journal of Urban Technology,journal,"10630732, 14661853","1,457",Q1,52,51,74,2446,530,65,"5,50","47,96",United Kingdom,Western Europe,Routledge,1992-2022,Urban Studies (Q1),Social Sciences,https://www.tandfonline.com/toc/cjut20/current
2257_home,2,85,87,0.022988505747126436,2257,sjr_12100154911,2257,Anatomical Sciences Education,journal,"19359772, 19359780","1,456",Q1,64,111,246,8300,1698,197,"7,58","74,77",United States,Northern America,John Wiley &amp; Sons Inc.,2008-2022,Anatomy (Q1); Embryology (Q1); Histology (Q1); Medicine (miscellaneous) (Q1),Medicine,https://anatomypubs.onlinelibrary.wiley.com/journal/19359780
2258_home,4,117,121,0.03305785123966942,2258,sjr_21100400826,2258,Journal of Energy Storage,journal,2352152X,"1,456",Q1,81,2391,2556,149696,25959,2555,"9,94","62,61",Netherlands,Western Europe,Elsevier BV,2015-2022,"Electrical and Electronic Engineering (Q1); Energy Engineering and Power Technology (Q1); Renewable Energy, Sustainability and the Environment (Q1)",Energy; Engineering,https://www.sciencedirect.com/journal/journal-of-energy-storage
2259_home,4,117,121,0.03305785123966942,2259,sjr_15063,2259,Composite Structures,journal,02638223,"1,455",Q1,185,1199,3961,58029,27537,3944,"6,76","48,40",Netherlands,Western Europe,Elsevier BV,1983-2023,Ceramics and Composites (Q1); Civil and Structural Engineering (Q1),Engineering; Materials Science,https://www.journals.elsevier.com/composite-structures
