page_id,ICO,Repository_Name,url,Description,Data_Submission_Url,Data_Access_Url,Subject_Area,Access_Type,Model_System,NIH_Funding_Support,Open_Data_Submission,Data_Access,Open_time_frame_for_data_deposit,Sustained_support
"nih-51","NHGRI","FlyBase: A Drosophila Genomic and Genetic Database","http://flybase.org/","FlyBase is an online bioinformatics database and the primary repository of genetic and molecular data for the insect family Drosophilidae. For the most extensively studied species and model organism, Drosophila melanogaster, a wide range of data are presented in different formats.Information in FlyBase originates from a variety of sources ranging from large-scale genome projects to the primary research literature. These data types include mutant phenotypes; molecular characterization of mutant alleles; and other deviations, cytological maps, wild-type expression patterns, anatomical images, transgenic constructs and insertions, sequence-level gene models, and molecular classification of gene product functions. Query tools allow navigation of FlyBase through DNA or protein sequence, by gene or mutant name, or through terms from the several ontologies used to capture functional, phenotypic, and anatomical data. The database offers several different query tools in order to provide efficient access to the data available and facilitate the discovery of significant relationships within the database. Links between FlyBase and external databases, such as BDGP or modENCODE, provide opportunities for further exploration into other model organism databases and other resources of biological and molecular information.The FlyBase project is carried out by a consortium of Drosophila researchers and computer scientists at Harvard University and Indiana University in the United States, and University of Cambridge in the United Kingdom.","http://flybase.org/submission/publication/","http://flybase.org/cgi-bin/qbgui.fr.html","Behavioral and social sciences, Computational biology, Neuroscience, Sequence biology","open","non-human","true","true","undefined","true","true"
"nih-52","NHGRI","WormBase","https://wormbase.org/#012-34-5","WormBase is an international consortium of biologists and computer scientists dedicated to providing the research community with accurate, current, accessible information concerning the genetics, genomics and biology of C. elegans and related nematodes.","https://wormbase.org/about/userguide/submit_data#01--10","http://www.informatics.jax.org/software.shtml","Behavioral and social sciences, Computational biology, Neuroscience, Sequence biology","open","non-human","true","true","undefined","true","true"
"nih-53","NHGRI","NHGRI-EBI GWAS Catalog","https://www.ebi.ac.uk/gwas/","The GWAS Catalog is a freely available and FAIR knowledgebase providing detailed, structured, standardised and interoperable human genome-wide association study (GWAS) data. The Catalog contains variant-trait associations and supporting metadata for published GWAS across &gt;5000 traits. Content is curated from publications or acquired via author submission of summary data. Significant associations and metadata are available through our website, downloads, API and iconic GWAS diagram. Full genomewide summary statistics files are available to download from our FTP site in a standard and harmonised format. Delivery and development of the Catalog has been a collaborative project between EMBL-EBI and NHGRI since 2010.","https://www.ebi.ac.uk/gwas/deposition","https://www.ebi.ac.uk/gwas/","Behavioral and social sciences, Clinical research, Neuroscience, Sequence biology","open","human","true","true","undefined","true","true"
"nih-54","NHGRI","PGS Catalog","https://www.pgscatalog.org/","The PGS Catalog is an open database of published polygenic scores (PGS). Each PGS in the Catalog is consistently annotated with relevant metadata; including scoring files (variants, effect alleles/weights), annotations of how the PGS was developed and applied, and evaluations of their predictive performance. PGS are identified via literature search and data is curated from eligible publications; direct submissions of scores and metadata can also be made. Software tools for working with the data are available including pgsc_calc: a reproducible workflow to calculate both PGS Catalog and custom polygenic scores, including multiple methods to normalise for genetic ancestry.","https://www.pgscatalog.org/about/#submission","https://www.pgscatalog.org/","Behavioral and social sciences, Clinical research, Neuroscience, Sequence biology","open","human","true","true","undefined","true","true"
"nih-55","NHLBI","Rat Genome Database (RGD)","https://rgd.mcw.edu/","RGD has expanded to include a large body of structured and standardized data for ten species (rat, mouse, human, chinchilla, bonobo, 13-lined ground squirrel, dog, pig, green monkey/vervet and naked mole-rat). Much of this data is the result of manual curation work by RGD curators. In other instances, it has been imported into RGD from other databases through custom ELT (Extract, Load and Transform) pipelines giving RGD users integrated access to a wide variety of data to support their research efforts. RGD also offers a growing suite of innovative tools for querying, analyzing and visualizing this data making it a valuable resource for researchers worldwide.","https://rgd.mcw.edu/rgdweb/homepage/","https://rgd.mcw.edu/rgdweb/homepage/","Computational biology, Sequence biology","registered, open","human, non-human","true","false","undefined","false","false"
"nih-56","NHLBI","The Cardiovascular Research Grid (CVRG)","https://www.cvrgrid.org/","The CardioVascular Research Grid (CVRG) project is creating an infrastructure for secure seamless access to study data and analysis tools. CVRG tools are developed using the Software as a Service model, allowing users to access tools through their browser, thus eliminating the need to install and maintain complex software. The CVRG project is supported by the National Heart Lung &amp; Blood Institute","https://www.cvrgrid.org/","https://www.cvrgrid.org/","Computational biology, Sequence biology","registered, open","human","true","false","undefined","false","false"
"nih-57","NHLBI","Biologic Specimen and Data Repository Information Coordinating Center (BioLINCC)","https://biolincc.nhlbi.nih.gov/home/","BioLINCC facilitates and coordinates the activities of the NHLBI Biorepository and the Data Repository. The mission of BioLINCC is to maximize the scientific value of biospecimen and clinical data resources collected by clinical trials and observational studies supported by the Institute.  BioLINCC promotes the use of and facilitates access to biospecimen and clinical data resources through a single web-based user interface.","https://biolincc.nhlbi.nih.gov/submit_datasets/","https://biolincc.nhlbi.nih.gov/resource_overview/","Behavioral and social sciences, Clinical research, Other","controlled, registered","human","true","true","undefined","true","true"
"nih-58","NHLBI","BioData Catalyst","https://biodatacatalyst.nhlbi.nih.gov/","NHLBI BioData Catalyst is a cloud-based platform providing tools, applications, and workflows in secure workspaces for heart, lung, blood, and sleep disorder research. BioData Catalyst allows researchers to find, access, share, store, and compute on large scale datasets.","https://bdcatalyst.gitbook.io/biodata-catalyst-documentation/data-management/biodata-catalyst-data-generator-guidance","https://biodatacatalyst.nhlbi.nih.gov/resources/data/","Clinical research, Computational biology, Imaging, Sequence biology","controlled, registered","human","true","true","undefined","true","true"
"nih-59","NHLBI","National Sleep Research Resource","https://www.sleepdata.org/","The National Sleep Research Resource (NSRR) is an NHLBI-supported repository for sharing sleep data (polysomnography, actigraphy and questionnaire-based) collected on tens of thousands of individuals from cohort studies, clinical trials, and other data sources. These data can be accessed by the public with the goal of advancing sleep and circadian science as well as signal processing and data analysis techniques.","https://sleepdata.org/share","https://sleepdata.org/datasets","Behavioral and social sciences, Clinical research, Neuroscience","registered","human","true","true","undefined","true","true"
"nih-60","NIA","National Archive of Computerized Data on Aging (NACDA)","https://www.icpsr.umich.edu/web/pages/NACDA/","The National Archive of Computerized Data on Aging (NACDA) mission is to advance research on aging by helping researchers to profit from the under-exploited potential of a broad range of datasets. NACDA acquires, preserves, and shares data relevant to gerontological research, curating data and documentation to promote effective research use, facilitate data sharing across the research community, and provide data user support for our hosted data collections. By preserving and making available the largest library of electronic data on aging in the United States, NACDA offers opportunities for secondary analysis on major issues of scientific and policy relevance.","https://www.icpsr.umich.edu/web/pages/NACDA/deposit.html","https://www.icpsr.umich.edu/web/pages/NACDA/restricted-data.html","Behavioral and social sciences, Clinical research","controlled, registered, open","human","true","true","undefined","true","true"
"nih-61","NIA","AD Knowledge Portal","https://adknowledgeportal.synapse.org/","The AD Knowledge Portal is a NIH-designated repository and the distribution site for multi-omic data from human samples and model systems. The Portal hosts raw data, analysis results, analytical methodology, and research tools generated through Alzheimer's disease and related dementia programs supported by the National Institute on Aging. Data is available to qualified investigators as open or controlled access depending on data source and summarization level.","https://adknowledgeportal.synapse.org/Contribute","https://adknowledgeportal.synapse.org/Data%20Access","Computational biology, Imaging, Neuroscience, Sequence biology","controlled, registered","human, non-human","true","true","undefined","true","true"
"nih-62","NIA","National Alzheimer's Coordinating Center (NACC)","https://naccdata.org/","The Uniform Data Set (UDS) is a longitudinal data set representing the entire enrollment of the NIA Alzheimer's Disease Centers since 2005. It features demographic, clinical, and neuropsychological testing data collected through annual clinical examinations on more than 46,000 participants. The NACC Neuropathology Data Set contains data from standardized neuropathological evaluations on more than 7,000 participants with UDS data, as well as 11,000 participants prior to the UDS.","undefined","https://naccdata.org/requesting-data/data-request-process","Neuroscience","registered","human","true","false","undefined","false","true"
"nih-63","NIA","Primate Aging Database","https://primatedatabase.org/","The Primate Aging Database (PAD) is a web-based searchable database that contains body composition, blood chemistry, and other biological data collected across the lifespans of healthy non-human primates (NHPs) in captivity and in wild populations. The PAD was developed to study aging in NHPs and can be used for analyses of species and sex differences in normal aging processes, the examination of the impact of diet and environment on aging, studies on biomarkers of aging, and the establishment of a normal range for comparison to values obtained from experimental or diseased groups.","https://primatedatabase.org/help/policies#data-submit-policy","https://primatedatabase.org/help/policies#data-access-policy","Other","registered","non-human","true","true","undefined","true","true"
"nih-64","NIA","NIA Genetics of Alzheimer's Disease Data Storage Site - NIAGADS","https://www.niagads.org/","The National Institute on Aging Genetics of Alzheimer's Disease Data Storage Site (NIAGADS) is a national genetics data repository facilitating access to genotypic and phenotypic data for Alzheimer's disease (AD) for the Alzheimer’s Disease Sequencing Project (ADSP). Data include GWAS, whole genome (WGS) and whole exome (WES), expression, RNA Seq, and CHIP Seq analyses. Phenotypic/clinical data for participants are harmonized across all study cohorts. Results are integrated and annotated in the searchable genomics database that also provides access to a variety of software packages, analytic pipelines, online resources, and web-based tools to facilitate analysis and interpretation of large-scale genomic data. Data are available as defined by the NIA Genomics of Alzheimer’s Disease Sharing Policy and the NIH Genomics Data Sharing Policy. Investigators return secondary analysis data to the database in keeping with the NIAGADS Data Distribution Agreement.","https://dss.niagads.org/documentation/data-application-and-submission/data-submission-instructions/","https://dss.niagads.org/","Behavioral and social sciences, Clinical research, Computational biology, Imaging, Neuroscience, Sequence biology","controlled","human","true","false","undefined","false","true"
"nih-65","NIA","Global Alzheimer's Association Interactive Network","https://www.gaain.org/","The Global Alzheimer’s Association Interactive Network (GAAIN) is a federated Alzheimer’s disease data discovery platform consisting of a diverse and geographically distributed network of Data Partners designed to foster cohort discovery, collaboration and sharing. Researchers can discover clinical, genetic, imaging, and other data collected across many independent studies, build cohorts, perform preliminary analyses, and connect with Data Partners to request full access to data.","https://www.gaain.org/partners/gaain-partner-application","https://www.gaaindata.org/","Clinical research, Imaging, Neuroscience","registered","human","false","true","undefined","true","true"
"nih-66","NIA","AD Data Initiative Repository","https://www.alzheimersdata.org/ad-workbench/data-repository","The AD Data Initiative Repository enables sharing of human or human-derived Alzheimer’s and related dementia data. Some of the platform’s key features are it is available to data contributors at no cost; is secure with clearly outlined privacy policies and terms of use; allows for configurable data access and data request forms with flexible data sharing options and visibility into data usage via audit trail.","https://www.alzheimersdata.org/ad-workbench/data-repository","https://www.alzheimersdata.org/ad-workbench/data-repository","Clinical research, Computational biology, Imaging, Neuroscience, Sequence biology","controlled, registered","human","false","true","undefined","true","true"
"nih-67","NIA","AgingResearchBiobank","https://agingresearchbiobank.nia.nih.gov/","The AgingResearchBiobank was officially announced in January 2019 with a mission to provide a state-of-the-art inventory system for the storage, maintenance and distribution of biospecimens and associated data from numerous NIA-funded longitudinal studies on aging and on clinical trials with the broader scientific community; foster compliance with NIH/NIA resources sharing policies; and, foster science advances to ultimately help extend the healthy, active years of life for the world’s fast-growing population of older adults. Starting on October 2023, the AgingResearchBiobank is also hosting and distributing imaging data available for some of our study collections.","https://agingresearchbiobank.nia.nih.gov/submit-datasets/","https://agingresearchbiobank.nia.nih.gov/how-to-make-a-request/","Clinical research, Computational biology, Imaging, Neuroscience","controlled","human","true","true","undefined","true","true"
"nih-68","NIA","Seattle Alzheimer's Disease Brain Cell Atlas (SEA-AD)","https://portal.brain-map.org/explore/seattle-alzheimers-disease","The Seattle Alzheimer’s Disease Brain Cell Atlas (SEA-AD) consortium strives to gain a deep molecular and cellular understanding of the early pathogenesis of Alzheimer’s disease. To accomplish this, they are leveraging advances in next-generation single-cell molecular profiling technologies developed through the BRAIN Initiative and at the Allen Institute for Brain Science. They are integrating single-cell profiling technologies with quantitative neuropathology and deep clinical phenotyping through collaboration with the University of Washington Alzheimer's Disease Research Center (ADRC) and Kaiser Permanente Washington Health Research Institute (KPWHRI), to create a multifaceted open data resource. The SEA-AD consortium seeks to understand the cellular and molecular changes that underlie Alzheimer’s disease initiation and progressive cognitive decline, with the ultimate goal of identifying targets for therapeutic intervention.","undefined","https://portal.brain-map.org/explore/seattle-alzheimers-disease","Clinical research, Neuroscience, Sequence biology","open","human","true","false","undefined","true","true"
"nih-69","NIA","ApoE Pathobiology in Aging &amp; Alzheimer’s Disease (EPAAD)","https://epaad.org/","EPAAD (ApoE Pathobiology in Aging and Alzheimer's Disease) was established to serve as a source of existing and new knowledge on apoE, links to publications and datasets relevant to apoE in aging and Alzheimer's disease, a list of currently available resources, and a forum for discussion. Our mission is to provide current knowledge and the latest findings on apoE biology while providing information on resources and a platform for data sharing.","undefined","https://epaad.org/gene-expresssion-database","Neuroscience, Sequence biology","open","non-human","true","false","undefined","false","false"
"nih-70","NIA, NIAAA, NICHD, NIDA, NIMH, NIMHD, NINR, NLM","openICPSR","https://www.openicpsr.org/","openICPSR is a self-publishing repository for social, behavioral, and health sciences research data. A service of the Inter-university Consortium for Political and Social Research (ICPSR), openICPSR is particularly well-suited for the deposit of replication data sets for researchers who need to publish their raw data associated with a journal article so that other researchers can replicate their findings.  ICPSR does not improve or alter datasets deposited in openICPSR in any way. Data are preserved as-is and distributed in the same condition and format submitted by the depositor.","https://www.icpsr.umich.edu/web/deposit/survey","https://www.openicpsr.org/openicpsr/search/studies","Behavioral and social sciences","controlled, registered","human","false","true","undefined","true","true"
"nih-71","NIA, NICHD, NIDA","Inter-university Consortium for Political and Social Research (ICPSR)","https://www.icpsr.umich.edu/web/pages/","ICPSR provides leadership and training in data access, curation, and methods of analysis for the social science research community. ICPSR maintains a data archive of more than 250,000 files of research in the social and behavioral sciences. ICPSR collaborates with a number of funders, including U.S. statistical agencies and foundations, to create thematic data collections and data stewardship and research projects. NICHD (DSDR), NIA (NACDA), and NIDA (NAHDAP) currently support specialty archives that use the ICPSR infrastructure.","https://www.icpsr.umich.edu/web/pages/deposit/index.html","https://www.icpsr.umich.edu/web/pages/ICPSR/index.html","Behavioral and social sciences","controlled, registered, open","human","true","true","undefined","true","true"
"nih-72","NIAAA","NIAAA Data Archive","https://nda.nih.gov/niaaa/","The National Institute on Alcohol Abuse and Alcoholism Data Archive (NIAAA-DA) is a data repository that houses and shares hundreds of alcohol-related, human subjects study data generated by NIAAA-funded research. NIAAA-DA is housed within the NIMH Data Archive (NDA) which provides infrastructure for sharing research data, tools, methods, and analyses enabling collaborative science and discovery. De-identified human subjects data, harmonized to a common standard, are available to qualified researchers.  Summary data is available to all.","https://nda.nih.gov/nda/data-contribution.html","https://nda.nih.gov/get/access-data.html","Behavioral and social sciences, Clinical research, Imaging, Neuroscience, Other, Sequence biology","controlled","human","true","true","undefined","true","true"
"nih-73","NIAAA, NIAMS, NIDA, NIMH","NIMH Data Archive","https://nda.nih.gov/","The National Institute of Mental Health Data Archive (NDA) makes available human subjects data collected from hundreds of research projects across many scientific domains.","https://nda.nih.gov/nda/data-contribution.html","https://nda.nih.gov/nda/access-data-info.html","Behavioral and social sciences, Clinical research, Imaging, Neuroscience, Sequence biology","controlled, open","human","true","true","undefined","true","true"
"nih-74","NIAID","AccessClinicalData@NIAID","https://accessclinicaldata.niaid.nih.gov/","AccessClinicalData@NIAID is a NIAID cloud-based, controlled access, secure data platform that enables sharing of and access to reports and data sets from NIAID COVID-19 and other sponsored clinical trials for the basic and clinical research community.","https://accessclinicaldata.niaid.nih.gov/","https://accessclinicaldata.niaid.nih.gov/","Clinical research","controlled, registered","human","true","true","undefined","true","true"
"nih-75","NIAID","Bacterial and Viral Bioinformatics Resource Center (BV-BRC)","https://www.bv-brc.org/","The Bacterial and Viral Bioinformatics Resource Center (BV-BRC) is one of two Bioinformatics Resource Centers (BRCs) funded by the US National Institute of Allergy and Infectious Diseases (NIAID). The Bioinformatics Resource Centers (BRCs) for Infectious Diseases program was initiated in 2004 with the main objective of providing public access to computational platforms and analysis tools that enable collecting, archiving, updating, and integrating a variety of genomics and related research data relevant to infectious diseases, and pathogens and their interaction with hosts.","https://www.bv-brc.org/docs//overview.html","https://www.bv-brc.org/","Clinical research, Computational biology, Sequence biology","open","human, non-human","true","true","undefined","false","false"
"nih-76","NIAID","Eukaryotic Pathogen, Vector and Host Informatics Resource (VEuPathDB)","https://veupathdb.org/","The Eukaryotic Pathogen, Vector, and Host Informatics Resource or the VEuPathDB is one of two Bioinformatics Resource Centers (BRCs) funded by the US National Institute of Allergy and Infectious Diseases (NIAID). The Bioinformatics Resource Centers (BRCs) for Infectious Diseases program was initiated in 2004 with the main objective of providing public access to computational platforms and analysis tools that enable collecting, archiving, updating, and integrating a variety of genomics and related research data relevant to infectious diseases, and pathogens and their interaction with hosts.","https://veupathdb.org/veupathdb/app/static-content/dataSubmission.html","https://veupathdb.org/veupathdb/app/static-content/about.html","Computational biology, Sequence biology","open","human, non-human","true","true","undefined","false","false"
"nih-77","NIAID","TB Portals Program","https://tbportals.niaid.nih.gov/","NIAID’s TB Portals Program is a multi-national collaboration for TB data sharing and analysis to advance TB research.As a global consortium of clinicians, scientists, and IT professionals from 50 sites in 18 countries throughout eastern Europe, Asia, and sub-Saharan Africa, the TB Portals Program is a web-based, open-access repository of multi-domain TB data and tools for its analysis. Researchers can find linked socioeconomic/geographic, clinical, laboratory, radiological, and genomic data from over 8,000 international published TB patient cases with an emphasis on drug-resistant tuberculosis.","https://tbportals.niaid.nih.gov/data-sharing-policies","https://tbportals.niaid.nih.gov/download-data","Clinical research, Imaging, Sequence biology","controlled","human","true","true","undefined","true","true"
"nih-78","NIAID","Immune Epitope Database and Analysis Resource (IEDB)","www.iedb.org","The Immune Epitope Database and Analysis Resource (IEDB) is a freely available resource funded by NIAID. It catalogs experimental data on antibody and T cell epitopes studied in humans, non-human primates, and other animal species in the context of infectious diseases (excluding HIV), allergy, autoimmunity, transplantation and immune-mediated diseases. The IEDB Analysis Resource develops and hosts tools to assist in the prediction and analysis of epitopes.","https://help.iedb.org/hc/en-us/articles/115001729911-Data-submission-process-overview","www.iedb.org (all data freely available)","Computational biology, Sequence biology","open","human, non-human","true","true","undefined","true","true"
"nih-79","NIAID","VDJServer Community Data Portal","https://vdjserver.org/community","VDJServer is a public analysis and data sharing portal for adaptive immune receptor repertoire sequencing (AIRR-seq) data. The VDJServer Community Data Portal (CDP) is a data repository within the AIRR Data Commons (ADC), which is an internationally distributed set of data repositories for public query and download of AIRR-seq data. The ADC contains post-processed, annotated sequences and study metadata that conforms to the AIRR Community Data Standard, and VDJServer is the primary US-based data repository for NIH-funded studies in the ADC. VDJServer allows users to query, download, analyze, and visualize public AIRR-seq with their own private data. A broad range of analysis tools and visualizations are provided. ","https://vdjserver.readthedocs.io/en/latest/user/cdp.html","https://vdjserver.org/community/8899006209436478995-242ac118-0001-012","Computational biology, Sequence biology","registered","human, non-human","false","false","undefined","true","false"
"nih-80","NIAID","The Immunology Database and Analysis Portal (ImmPort)","https://www.immport.org/home","ImmPort is a public data sharing repository funded by NIAID. It provides: (1) A centralized, secure, reliable and scalable immunology data infrastructure with templates, user manuals and tools for researchers to manage data submission and data sharing. (2) User-friendly web interfaces and tools for query, download, integration, and analyses of shared data. (3) Data and metadata standards and data Quality Control (QC) procedures to facilitate data integration and secondary analyses.","https://docs.dev.immport.org/datasubmission/general/","https://docs.immport.org/home/about/","Clinical research, Computational biology, Sequence biology","controlled, registered, open","human, non-human","true","true","undefined","true","true"
"nih-81","NIAID","Immunological Genome Project","https://www.immgen.org/","The Immunological Genome Project (ImmGen) is a collaborative group of immunology and computational biology laboratories that perform a thorough dissection of gene expression and its regulation in the immune system of the mouse.  The project defines gene expression signatures and modules, regulatory elements in the genome, their connectivity, and the factors that control them.  The data and metadata are publicly accessible through ImmGen’s dedicated interfaces, and may also be visualized using tools available on the website.","undefined","http://rstats.immgen.org/DataPage/","Other","open","non-human","true","false","undefined","false","true"
"nih-82","NIAID","ImmuneSpace","https://immunespace.org/","ImmuneSpace is a powerful data management and analysis engine where datasets can be easily explored and analyzed using state-of-the-art computational tools. The data in ImmuneSpace comes from the NIAID Human Immunology Project Consortium (HIPC) and is linked to a subset of data from the ImmPort database","https://www.immunespace.org/wiki/home/page.view?name=About%20ImmuneSpace","undefined","Clinical research, Computational biology, Sequence biology","registered","human","true","false","undefined","true","true"
"nih-83","NIAID","NIAID-DOE LANL HIV Database and Analysis Unit","https://www.hiv.lanl.gov/content/index","The objective of this repository is to (a) provide a centralized resource of comprehensive data on HIV genetic sequences and immunological epitopes by compiling, annotating, and maintaining a relational database, and (b) develop HIV sequence and molecular immunology analysis methods and tools with searchable web interfaces to assist with design and development of vaccine and therapies.","https://www.hiv.lanl.gov/content/index","https://www.hiv.lanl.gov/content/index","Clinical research, Computational biology, Other, Sequence biology","open","human, non-human","true","true","undefined","true","true"
"nih-84","NIAID","Database of Immune Cell Expression, Expression quantitative trait loci (eQTLs) and Epigenomics (DICE)","https://dice-database.org","The DICE (Database of Immune Cell Expression, Expression quantitative trait loci (eQTLs) and Epigenomics) project aims to understand the role of common genetic variations in human disease by (i) generating reference transcriptomic and epigenomic maps in human immune cell types from healthy subjects, (ii) identifying functional single nucleotide polymorphisms (SNPs) that affect gene expression (eQTLs and chromatin QTLs) in immune cells, and (iii) identifying regulatory mechanisms and novel target genes implicated in the development of human disease. These datasets will help reveal the effects of disease risk-associated genetic polymorphisms on specific immune cell types, providing mechanistic insights into pathogenesis.","undefined","https://dice-database.org/downloads  ; if non-aggregate data is needed it is available through dbGAP (accession: phs001703.v1.p1 )","Clinical research, Sequence biology","open","human","true","false","undefined","false","false"
"nih-85","NIAID, NIDDK","TrialShare","https://www.itntrialshare.org/login/home/login.view?returnUrl=%2Fhome%2Fproject-start.view%3F","TrialShare is a transformative approach to data-sharing that enables clinical trial transparency. TrialShare provides clinical trial investigators the unprecedented ability to access de-identified study data, review published analysis methods, and perform real-time, interactive graphical analyses in collaboration with other researchers. Immune Tolerance Network (ITN) TrialShare shares information about ITN's clinical studies and specimen bio-repository. Data and analysis code underlying ITN-published manuscripts are publicly available with the goal of promoting transparency, reproducibility, and scientific collaboration.","undefined","https://www.itntrialshare.org/login/home/login.view?returnUrl=%2Fhome%2Fproject-start.view%3F","Behavioral and social sciences, Clinical research, Computational biology, Imaging, Neuroscience, Sequence biology","registered","human","true","false","undefined","false","true"
"nih-86","NIAMS","CellChat","http://www.cellchat.org/","(a) Ligand-Receptor Interaction Explorer to explore ligand-receptor interaction database, and (b) Cell- Cell Communication Atlas Explorer to explore the cell-cell communications for any given scRNA-seq dataset processed  by the R toolkit CellChat","undefined","https://github.com/sqjin/CellChat","Computational biology, Imaging, Sequence biology","open","non-human","true","false","undefined","true","false"
"nih-87","NIAMS","Hair-GEL","http://www.hair-gel.net/","Searchable Gene Expression Library for hair follicles","https://labs.icahn.mssm.edu/rendl-lab/  https://labs.icahn.mssm.edu/maayanlab/","http://www.hair-gel.net/","Computational biology, Sequence biology","open","non-human","true","false","undefined","true","false"
"nih-88","NIAMS","SkinRegeneration","https://skinregeneration.org/","Collection of gene expression datasets for normal and regenerating murine skin","undefined","undefined","Computational biology, Imaging, Sequence biology","open","non-human","true","false","undefined","true","false"
"nih-89","NIBIB","LONI Database","https://ida.loni.usc.edu/login.jsp?search=true","The LONI Image Data Archive (IDA) is a user-friendly environment for archiving, searching, sharing, tracking and disseminating neuroimaging and related clinical data. The IDA is utilized for dozens of neuroimaging research projects across North America and Europe and accommodates MRI, PET, MRA, DTI and other imaging modalities.","https://ida.loni.usc.edu/services/Menu/PDF/IDA_User_Manual.pdf","https://ida.loni.usc.edu/services/Menu/PDF/IDA_User_Manual.pdf","Behavioral and social sciences, Clinical research, Imaging, Neuroscience","registered","human","true","true","undefined","false","true"
"nih-90","NIBIB","Medical Imaging and Data Resource Center (MIDRC)","https://www.midrc.org/","The Medical Imaging and Data Resource Center (MIDRC) is an NIBIB funded collaboration of leading medical imaging organizations launched in response to the COVID-19 pandemic.  MIDRC immediate aim is to develop a high-quality repository for medical images related to acute and long-term COVID-19 and associated clinical data. Data is harmonized and rendered artificial intelligence (AI)-ready to support the development of medical image-based algorithms for use in the detection, diagnosis, prognosis, and monitoring of COVID-19. Although prioritizing the collection of inclusive and representative COVID-19 related medical images, MIDRC is disease agnostic and open to all medical imaging datasets.","https://www.midrc.org/donate","https://data.midrc.org/","Clinical research, Imaging","registered, open","human","true","true","undefined","true","true"
"nih-91","NIBIB","PhysioNet","https://physionet.org/","PhysioNet, the moniker of the Research Resource for Complex Physiologic Signals, was established in 1999 under the auspices of the National Institutes of Health (NIH), as described further below. The PhysioNet Resource’s original and ongoing missions were to conduct and catalyze for biomedical research and education, in part by offering free access to large collections of physiological and clinical data and related open-source software. In cooperation with the annual Computing in Cardiology conference, PhysioNet also hosts an annual series of challenges, focusing research on unsolved problems in clinical and basic science. Members of PhysioNet’s team are actively involved in innovative work on analysis of physiologic signals, both from basic and translational perspectives.","https://physionet.org/about/publish/","https://physionet.org/about/database/","Clinical research, Other","controlled, registered, open","human","true","true","undefined","true","true"
"nih-92","NIBIB, NICHD, NINDS","Archive of Data on Disability to Enable Policy (ADDEP)","https://www.icpsr.umich.edu/web/pages/ADDEP/index.html","ADDEP provides access to data including a wide range of topics related to disability. ADDEP data can be used to better understand and inform the implementation of the Americans with Disabilities Act and other disability policies.","https://www.icpsr.umich.edu/web/pages/ADDEP/deposit.html","https://www.icpsr.umich.edu/web/pages/ADDEP/data.html","Behavioral and social sciences","open","human","false","true","undefined","true","false"
"nih-93","NIBIB, NIDA, NIMH","NeuroImaging Tools and Resources Collaboratory (NITRC)","https://www.nitrc.org/","The NeuroImaging Tools and Resources Collaboratory (NITRC) provides free access to data (MRI, EEG, MEG, CT, PET, etc.) and enables pay-per-use cloud-based access to unlimited computing power, enabling worldwide scientific collaboration with minimal startup and cost. With NITRC and its components—the Resources Registry (NITRC-R), Image Repository (NITRC-IR), and Computational Environment (NITRC-CE)—a researcher can obtain pilot or proof-of-concept data to validate a hypothesis for a few dollars.","https://www.nitrc.org/plugins/mwiki/index.php/nitrc:User_Guide_-_Data_Submission","https://www.nitrc.org/plugins/mwiki/index.php/nitrc:User_Guide_-_Data_Access","Imaging, Neuroscience","controlled, registered, open","human, non-human","true","true","undefined","true","true"
"nih-94","NICHD","NICHD Data and Specimen Hub (DASH)","https://dash.nichd.nih.gov/","NICHD DASH is an NICHD-funded controlled access data repository established to facilitate data sharing and access to biospecimens for all NICHD clinical research.  Researchers funded by or seeking funding from NICHD for clinical research should share data in DASH.  Researchers seeking funding from another NIH Institute or Center in a research area relevant to the NICHD mission may also be able to share data through DASH.","https://dash.nichd.nih.gov/resource/submission","https://dash.nichd.nih.gov/resource/request","Behavioral and social sciences, Clinical research","controlled","human","true","true","undefined","false","true"
"nih-95","NICHD","Databrary","https://nyu.databrary.org/","Databrary is a data library that is specialized for storing and sharing sensitive and identifiable research data especially video and audio recordings and associated metadata. Access to sensitive and identifiable data is restricted to researchers who have been authorized by an institution, but broadly shared with all authorized researchers. All shared materials are labeled with a sharing release level that reflects the permission granted by research participants or their parents or guardians.","https://nyu.databrary.org/","http://databrary.org/about/agreement/agreement-annex-III.html","Behavioral and social sciences, Neuroscience, Other","controlled, registered","human","false","true","undefined","false","false"
"nih-96","NICHD","Child Language Data Exchange System (CHILDES)","https://childes.talkbank.org/","CHILDES is part of the TalkBank corpus which includes language transcript data from aphasics, second language acquisition, conversation analysis, and classroom language learning. CHILDES is mainly used for analyzing the language of young children and adult speech directed to children.","https://talkbank.org/share/contrib.html","https://talkbank.org/share/","Behavioral and social sciences","open","human","true","true","undefined","true","true"
"nih-97","NICHD","PhonBank","https://phonbank.talkbank.org/","PhonBank, part of the TalkBank corpus, is an open database for the study of early phonological development using the Phon program.","https://talkbank.org/share/contrib.html","https://talkbank.org/share/","Behavioral and social sciences","open","human","true","true","undefined","true","true"
