page_id,violations,passes,total_checks,failure_rate,page_type,index,name,type,inst,desc,city,state,blank,url,title
186,0,1231,1231,0.0,home,186,BPA.GOV,Federal - Executive,Department of Energy,Bonneville Power Administration,Portland,OR,security@bpa.gov,BPA.GOV,BPA.GOV
188,14,296,310,0.04516129032258064,home,188,CASL.GOV,Federal - Executive,Department of Energy,Oak Ridge National Laboratory,Oak Ridge,TN,security@ornl.gov,CASL.GOV,CASL.GOV
190,16,118,134,0.11940298507462686,home,190,CENDI.GOV,Federal - Executive,Department of Energy,OSTI,Oak Ridge,TN,CIRC@JC3.DOE.GOV,CENDI.GOV,CENDI.GOV
192,54,799,853,0.06330597889800703,home,192,DOE.GOV,Federal - Executive,Department of Energy,"US Department of Energy, Office of the CIO",Washington,DC,CIRC@JC3.DOE.GOV,DOE.GOV,DOE.GOV
193,4,550,554,0.007220216606498195,home,193,DRIVEELECTRIC.GOV,Federal - Executive,Department of Energy,National Renewable Energy Laboratory,Golden,CO,circ@jc3.doe.gov,DRIVEELECTRIC.GOV,DRIVEELECTRIC.GOV
195,54,799,853,0.06330597889800703,home,195,ENERGY.GOV,Federal - Executive,Department of Energy,"US Department of Energy, Office of the CIO",Washington,DC,CIRC@JC3.DOE.GOV,ENERGY.GOV,ENERGY.GOV
196,12,733,745,0.016107382550335572,home,196,ENERGYCODES.GOV,Federal - Executive,Department of Energy,Department of Energy Bulding Energy Codes Program,Richland,WA,CIRC@JC3.DOE.GOV,ENERGYCODES.GOV,ENERGYCODES.GOV
197,25,1344,1369,0.018261504747991233,home,197,ENERGYCOMMUNITIES.GOV,Federal - Executive,Department of Energy,"US Department of Energy, Office of the CIO",Washington,DC,CIRC@JC3.DOE.GOV,ENERGYCOMMUNITIES.GOV,ENERGYCOMMUNITIES.GOV
199,53,984,1037,0.05110896817743491,home,199,ENERGYSAVERS.GOV,Federal - Executive,Department of Energy,Office of Energy Efficiency and Renewable Energy,Washington,DC,CIRC@JC3.DOE.GOV,ENERGYSAVERS.GOV,ENERGYSAVERS.GOV
201,13,466,479,0.027139874739039668,home,201,FUELECONOMY.GOV,Federal - Executive,Department of Energy,Oak Ridge National Laboratory,Oak Ridge,TN,security@ornl.gov,FUELECONOMY.GOV,FUELECONOMY.GOV
202,23,262,285,0.08070175438596491,home,202,HANFORD.GOV,Federal - Executive,Department of Energy,Hanford Mission Integration Solutions,Richland,WA,jason_r_dandridge@rl.gov,HANFORD.GOV,HANFORD.GOV
203,25,821,846,0.02955082742316785,home,203,HOMEENERGYSCORE.GOV,Federal - Executive,Department of Energy,Office of Energy Efficiency and Renewable Energy,Washington,DC,DL-EEREActioNetWebTeam@ee.doe.gov,HOMEENERGYSCORE.GOV,HOMEENERGYSCORE.GOV
204,2,350,352,0.005681818181818182,home,204,HYDROGEN.GOV,Federal - Executive,Department of Energy,Research and Special Programs Administration / Volpe,Washington,DC,DL-EEREActioNetWebTeam@ee.doe.gov,HYDROGEN.GOV,HYDROGEN.GOV
206,81,1233,1314,0.06164383561643835,home,206,INL.GOV,Federal - Executive,Department of Energy,Idaho National Laboratory,Idaho Falls,ID,whoisresponse@inl.gov,INL.GOV,INL.GOV
208,23,754,777,0.029601029601029602,home,208,ISOTOPES.GOV,Federal - Executive,Department of Energy,The National Isotope Development Center ,Oak Ridge,TN,security@ornl.gov,ISOTOPES.GOV,ISOTOPES.GOV
209,37,1196,1233,0.030008110300081103,home,209,LANL.GOV,Federal - Executive,Department of Energy,Los Alamos National Laboratory,Los Alamos,NM,csirt@lanl.gov,LANL.GOV,LANL.GOV
210,3,1045,1048,0.0028625954198473282,home,210,LBL.GOV,Federal - Executive,Department of Energy,Lawrence Berkeley National Laboratory,Berkeley,CA,security@lbl.gov,LBL.GOV,LBL.GOV
211,25,1145,1170,0.021367521367521368,home,211,LLNL.GOV,Federal - Executive,Department of Energy,Lawrence Livermore National Laboratory,Livermore,CA,cybersecurity@llnl.gov,LLNL.GOV,LLNL.GOV
212,66,894,960,0.06875,home,212,NCCS.GOV,Federal - Executive,Department of Energy,Oak Ridge National Laboratory,Oak Ridge,TN,security@ornl.gov,NCCS.GOV,NCCS.GOV
213,13,157,170,0.07647058823529412,home,213,NCRC.GOV,Federal - Executive,Department of Energy,Oak Ridge National Laboratory,Oak Ridge,TN,security@ornl.gov,NCRC.GOV,NCRC.GOV
214,16,675,691,0.023154848046309694,home,214,NERSC.GOV,Federal - Executive,Department of Energy,National Energy Research Scientific Computing Center,Berkeley,CA,security@lbl.gov,NERSC.GOV,NERSC.GOV
215,47,454,501,0.09381237524950099,home,215,NEUP.GOV,Federal - Executive,Department of Energy,Office of Nuclear Energy,Washington,DC,cyberops@Inl.gov,NEUP.GOV,NEUP.GOV
216,0,614,614,0.0,home,216,NNSS.GOV,Federal - Executive,Department of Energy,"National Nuclear Security Administration, National Security Technologies, LLC",N Las Vegas,NV,NetComm-1@nv.doe.gov,NNSS.GOV,NNSS.GOV
217,0,568,568,0.0,home,217,NREL.GOV,Federal - Executive,Department of Energy,National Renewable Energy Laboratory,Golden,CO,CIRC@JC3.DOE.GOV,NREL.GOV,NREL.GOV
221,6,840,846,0.0070921985815602835,home,221,ORAU.GOV,Federal - Executive,Department of Energy,ORAU,Oak Ridge,TN,CIRC@JC3.DOE.GOV,ORAU.GOV,ORAU.GOV
222,21,801,822,0.025547445255474453,home,222,ORNL.GOV,Federal - Executive,Department of Energy,Oak Ridge National Laboratory,Oak Ridge,TN,security@ornl.gov,ORNL.GOV,ORNL.GOV
223,1,284,285,0.0035087719298245615,home,223,OSTI.GOV,Federal - Executive,Department of Energy,OSTI,Oak Ridge,TN,security@osti.gov,OSTI.GOV,OSTI.GOV
230,11,695,706,0.015580736543909348,home,230,RIDEELECTRIC.GOV,Federal - Executive,Department of Energy,Department of Energy,Washington,DC,CIRC@JC3.DOE.GOV,RIDEELECTRIC.GOV,RIDEELECTRIC.GOV
233,2,890,892,0.002242152466367713,home,233,SANDIA.GOV,Federal - Executive,Department of Energy,Sandia National Laboratories,Albuquerque,NM,abuse@sandia.gov,SANDIA.GOV,SANDIA.GOV
234,13,194,207,0.06280193236714976,home,234,SCIDAC.GOV,Federal - Executive,Department of Energy,Oak Ridge National Laboratory,Oak Ridge,TN,security@ornl.gov,SCIDAC.GOV,SCIDAC.GOV
235,11,216,227,0.048458149779735685,home,235,SCIENCE.GOV,Federal - Executive,Department of Energy,OSTI,Oak Ridge,TN,security@osti.gov,SCIENCE.GOV,SCIENCE.GOV
236,12,139,151,0.07947019867549669,home,236,SMARTGRID.GOV,Federal - Executive,Department of Energy,Office of Electricity Delivery and Energy Reliability,Washington,DC,aws.master@nrel.gov,SMARTGRID.GOV,SMARTGRID.GOV
237,38,1645,1683,0.0225787284610814,home,237,SNS.GOV,Federal - Executive,Department of Energy,Oak Ridge National Laboratory,Oak Ridge,TN,security@ornl.gov,SNS.GOV,SNS.GOV
239,3,881,884,0.003393665158371041,home,239,SRNL.GOV,Federal - Executive,Department of Energy,Savannah River National Lab,Aiken,SC,srnl-cyber@srnl.doe.gov,SRNL.GOV,SRNL.GOV
246,52,447,499,0.10420841683366733,home,246,988.GOV,Federal - Executive,Department of Health and Human Services,Substance Abuse and Mental Health Services Administration,Rockville,MD,olexiy.karakcheyev@samhsa.hhs.gov,988.GOV,988.GOV
248,4,1889,1893,0.0021130480718436345,home,248,ACL.GOV,Federal - Executive,Department of Health and Human Services,Administration for Community Living,Washington,DC,responsibledisclosure@hhs.gov,ACL.GOV,ACL.GOV
250,11,826,837,0.013142174432497013,home,250,AGING.GOV,Federal - Executive,Department of Health and Human Services,Office of the Secretary,Washington,DC,responsibledisclosure@hhs.gov,AGING.GOV,AGING.GOV
251,10,313,323,0.030959752321981424,home,251,AGINGSTATS.GOV,Federal - Executive,Department of Health and Human Services,Administration for Community Living,Washington,DC,responsibledisclosure@hhs.gov,AGINGSTATS.GOV,AGINGSTATS.GOV
254,0,859,859,0.0,home,254,AIDS.GOV,Federal - Executive,Department of Health and Human Services,"Office of the Assistant Secretary for Health, Office of the Secretary",Washington,DC,responsibledisclosure@hhs.gov,AIDS.GOV,AIDS.GOV
255,19,943,962,0.01975051975051975,home,255,ALZHEIMERS.GOV,Federal - Executive,Department of Health and Human Services,"National Institutes on Aging, NIH",Bethesda,MD,ResponsibleDisclosure@hhs.gov,ALZHEIMERS.GOV,ALZHEIMERS.GOV
256,4,1889,1893,0.0021130480718436345,home,256,AOA.GOV,Federal - Executive,Department of Health and Human Services,Administration for Community Living,Washington,DC,responsibledisclosure@hhs.gov,AOA.GOV,AOA.GOV
257,10,835,845,0.011834319526627219,home,257,ARPA-H.GOV,Federal - Executive,Department of Health and Human Services,National Institutes of Health,Bethesda,MD,jim.matala@nih.gov,ARPA-H.GOV,ARPA-H.GOV
259,16,704,720,0.022222222222222223,home,259,ASPR.GOV,Federal - Executive,Department of Health and Human Services,Administration for Strategic Preparedness and Response,Washington,DC,ASPRITHelp@hhs.gov,ASPR.GOV,ASPR.GOV
261,2,436,438,0.0045662100456621,home,261,BETOBACCOFREE.GOV,Federal - Executive,Department of Health and Human Services,U. S. Food and Drug Administration,Silver Spring,MD,ResponsibleDisclosure@hhs.gov,BETOBACCOFREE.GOV,BETOBACCOFREE.GOV
263,5,333,338,0.014792899408284023,home,263,BIRTHCONTROL.GOV,Federal - Executive,Department of Health and Human Services,"Office of the Assistant Secretary for Health, Office of the Secretary",Washington,DC,responsibledisclosure@hhs.gov,BIRTHCONTROL.GOV,BIRTHCONTROL.GOV
264,0,831,831,0.0,home,264,BRAIN.GOV,Federal - Executive,Department of Health and Human Services,National Institute of Neurological Disorders and Stroke,Bethesda,MD,NINDSISSO@ninds.nih.gov,BRAIN.GOV,BRAIN.GOV
266,1,908,909,0.0011001100110011,home,266,CANCER.GOV,Federal - Executive,Department of Health and Human Services,"National Cancer Institute, NIH",Rockville,MD,ResponsibleDisclosure@hhs.gov,CANCER.GOV,CANCER.GOV
267,2,993,995,0.0020100502512562816,home,267,CDC.GOV,Federal - Executive,Department of Health and Human Services,Centers for Disease Control and Prevention,Atlanta,GA,ResponsibleDisclosure@hhs.gov,CDC.GOV,CDC.GOV
271,5,898,903,0.005537098560354375,home,271,CHILDWELFARE.GOV,Federal - Executive,Department of Health and Human Services,Administration for Children and Families,Washington,DC,responsibledisclosure@hhs.gov,CHILDWELFARE.GOV,CHILDWELFARE.GOV
273,8,1202,1210,0.006611570247933884,home,273,CLINICALTRIALS.GOV,Federal - Executive,Department of Health and Human Services,"National Library of Medicine, NIH",Bethesda,MD,responsibledisclosure@hhs.gov,CLINICALTRIALS.GOV,CLINICALTRIALS.GOV
274,0,1417,1417,0.0,home,274,CMS.GOV,Federal - Executive,Department of Health and Human Services,Centers for Medicare and Medicaid Services,Baltimore,MD,responsibledisclosure@hhs.gov,CMS.GOV,CMS.GOV
275,3,820,823,0.0036452004860267314,home,275,COLLEGEDRINKINGPREVENTION.GOV,Federal - Executive,Department of Health and Human Services,"National Institute on Alcohol Abuse and Alcoholism, NIH",Bethesda,MD,responsibledisclosure@hhs.gov,COLLEGEDRINKINGPREVENTION.GOV,COLLEGEDRINKINGPREVENTION.GOV
276,2,1094,1096,0.0018248175182481751,home,276,CORONAVIRUS.GOV,Federal - Executive,Department of Health and Human Services,Centers for Disease Control and Prevention,Atlanta,GA,(blank),CORONAVIRUS.GOV,CORONAVIRUS.GOV
277,4,824,828,0.004830917874396135,home,277,COVID.GOV,Federal - Executive,Department of Health and Human Services,Department of Health and Human Services ,Washington,DC,responsibledisclosure@hhs.gov,COVID.GOV,COVID.GOV
278,3,682,685,0.004379562043795621,home,278,COVIDTEST.GOV,Federal - Executive,Department of Health and Human Services,Assistant Secretary for Preparedness and Response Office of the Secretary,washington,DC,responsibledisclosure@hhs.gov,COVIDTEST.GOV,COVIDTEST.GOV
279,3,682,685,0.004379562043795621,home,279,COVIDTESTS.GOV,Federal - Executive,Department of Health and Human Services,Assistant Secretary for Preparedness and Response Office of the Secretary,Washington,DC,responsibledisclosure@hhs.gov,COVIDTESTS.GOV,COVIDTESTS.GOV
280,1,851,852,0.0011737089201877935,home,280,CUIDADODESALUD.GOV,Federal - Executive,Department of Health and Human Services,Centers for Medicare and Medicaid Services,Baltimore,MD,responsibledisclosure@hhs.gov,CUIDADODESALUD.GOV,CUIDADODESALUD.GOV
281,9,1050,1059,0.0084985835694051,home,281,DHHS.GOV,Federal - Executive,Department of Health and Human Services,Office of the Secretary,Washington,DC,responsibledisclosure@hhs.gov,DHHS.GOV,DHHS.GOV
282,1,1003,1004,0.00099601593625498,home,282,DIABETESCOMMITTEE.GOV,Federal - Executive,Department of Health and Human Services,"National Institutes of Diabetes and Digestive and Kidney Diseases, NIH",Bethesda,MD,responsibledisclosure@hhs.gov,DIABETESCOMMITTEE.GOV,DIABETESCOMMITTEE.GOV
283,3,225,228,0.013157894736842105,home,283,DOCLINE.GOV,Federal - Executive,Department of Health and Human Services,"National Library of Medicine, NIH",Bethesda,MD,responsibledisclosure@hhs.gov,DOCLINE.GOV,DOCLINE.GOV
284,8,785,793,0.01008827238335435,home,284,DONACIONDEORGANOS.GOV,Federal - Executive,Department of Health and Human Services,Health Resources and Services Administration,Rockville,MD,responsibledisclosure@hhs.gov,DONACIONDEORGANOS.GOV,DONACIONDEORGANOS.GOV
285,3,1061,1064,0.002819548872180451,home,285,DRUGABUSE.GOV,Federal - Executive,Department of Health and Human Services,"National Institute on Drug Abuse, NIH",Baltimore,MD,responsibledisclosure@hhs.gov,DRUGABUSE.GOV,DRUGABUSE.GOV
286,3,36,39,0.07692307692307693,home,286,ELDERCARE.GOV,Federal - Executive,Department of Health and Human Services,Administration for Community Living,Washington,DC,responsibledisclosure@hhs.gov,ELDERCARE.GOV,ELDERCARE.GOV
287,0,1485,1485,0.0,home,287,ENCUENTRAAPOYO.GOV,Federal - Executive,Department of Health and Human Services,Substance Abuse and Mental Health Services Administration,Rockville,MD,(blank),ENCUENTRAAPOYO.GOV,ENCUENTRAAPOYO.GOV
288,13,422,435,0.029885057471264367,home,288,EVERYTRYCOUNTS.GOV,Federal - Executive,Department of Health and Human Services,U. S. Food and Drug Administration,Silver Spring,MD,responsibledisclosure@hhs.gov,EVERYTRYCOUNTS.GOV,EVERYTRYCOUNTS.GOV
289,5,333,338,0.014792899408284023,home,289,FAMILYPLANNING.GOV,Federal - Executive,Department of Health and Human Services,"Office of the Assistant Secretary for Health, Office of the Secretary",Washington,DC,responsibledisclosure@hhs.gov,FAMILYPLANNING.GOV,FAMILYPLANNING.GOV
290,3,7,10,0.3,home,290,FATHERHOOD.GOV,Federal - Executive,Department of Health and Human Services,Administration for Children and Families,Washington,DC,responsibledisclosure@hhs.gov,FATHERHOOD.GOV,FATHERHOOD.GOV
291,14,236,250,0.056,home,291,FDA.GOV,Federal - Executive,Department of Health and Human Services,U. S. Food and Drug Administration,Silver Spring,MD,responsibledisclosure@hhs.gov,FDA.GOV,FDA.GOV
292,0,1474,1474,0.0,home,292,FINDSUPPORT.GOV,Federal - Executive,Department of Health and Human Services,Substance Abuse and Mental Health Services Administration,Rockville,MD,olexiy.karakcheyev@samhsa.hhs.gov,FINDSUPPORT.GOV,FINDSUPPORT.GOV
293,26,888,914,0.028446389496717725,home,293,FINDTREATMENT.GOV,Federal - Executive,Department of Health and Human Services,Substance Abuse and Mental Health Services Administration,Rockville,MD,responsibledisclosure@hhs.gov,FINDTREATMENT.GOV,FINDTREATMENT.GOV
294,4,897,901,0.004439511653718091,home,294,FITNESS.GOV,Federal - Executive,Department of Health and Human Services,Office of the Secretary,Washington,DC,responsibledisclosure@hhs.gov,FITNESS.GOV,FITNESS.GOV
295,5,1176,1181,0.004233700254022015,home,295,FLU.GOV,Federal - Executive,Department of Health and Human Services,Centers for Disease Control and Prevention,Atlanta,GA,responsibledisclosure@hhs.gov,FLU.GOV,FLU.GOV
296,54,1548,1602,0.033707865168539325,home,296,FOODSAFETY.GOV,Federal - Executive,Department of Health and Human Services,Office of the Secretary,Washington,DC,responsibledisclosure@hhs.gov,FOODSAFETY.GOV,FOODSAFETY.GOV
299,19,1359,1378,0.013788098693759071,home,299,GENOME.GOV,Federal - Executive,Department of Health and Human Services,National Institutes of Health,Bethesda,MD,responsibledisclosure@hhs.gov,GENOME.GOV,GENOME.GOV
300,16,626,642,0.024922118380062305,home,300,GIRLSHEALTH.GOV,Federal - Executive,Department of Health and Human Services,"Office of Public Health and Science, Office on Women's Health",Washington,DC,responsibledisclosure@hhs.gov,GIRLSHEALTH.GOV,GIRLSHEALTH.GOV
301,13,1080,1093,0.011893870082342177,home,301,GLOBALHEALTH.GOV,Federal - Executive,Department of Health and Human Services,"Office of Global Affairs, Office of the Secretary",Rockville,MD,responsibledisclosure@hhs.gov,GLOBALHEALTH.GOV,GLOBALHEALTH.GOV
302,3,361,364,0.008241758241758242,home,302,GMTA.GOV,Federal - Executive,Department of Health and Human Services,"Office of Grants, Division of Workforce Development",Washington DC,DC,todd.kaywood@usda.gov,GMTA.GOV,GMTA.GOV
303,4,734,738,0.005420054200542005,home,303,GRANTS.GOV,Federal - Executive,Department of Health and Human Services,"Assistant Secretary for Financial Resources, Office of the Secretary",Washington,DC,responsibledisclosure@hhs.gov,GRANTS.GOV,GRANTS.GOV
304,9,486,495,0.01818181818181818,home,304,GRANTSOLUTIONS.GOV,Federal - Executive,Department of Health and Human Services,Administration for Children and Families,Washington,DC,domainabuse@grantsolutions.gov,GRANTSOLUTIONS.GOV,GRANTSOLUTIONS.GOV
305,7,607,614,0.011400651465798045,home,305,GUIDELINE.GOV,Federal - Executive,Department of Health and Human Services,Agency for Healthcare Research and Quality,Rockville,MD,ResponsibleDisclosure@hhs.gov,GUIDELINE.GOV,GUIDELINE.GOV
306,7,607,614,0.011400651465798045,home,306,GUIDELINES.GOV,Federal - Executive,Department of Health and Human Services,Agency for Healthcare Research and Quality,Rockville,MD,ResponsibleDisclosure@hhs.gov,GUIDELINES.GOV,GUIDELINES.GOV
307,1,847,848,0.0011792452830188679,home,307,HC.GOV,Federal - Executive,Department of Health and Human Services,Centers for Medicare and Medicaid Services,Baltimore,MD,responsibledisclosure@hhs.gov,HC.GOV,HC.GOV
308,0,520,520,0.0,home,308,HEALTH.GOV,Federal - Executive,Department of Health and Human Services,"Office of Disease Prevention and Health Promotion, Office of the Secretary",Washington,DC,responsibledisclosure@hhs.gov,HEALTH.GOV,HEALTH.GOV
309,1,847,848,0.0011792452830188679,home,309,HEALTHCARE.GOV,Federal - Executive,Department of Health and Human Services,Centers for Medicare and Medicaid Services,Baltimore,MD,responsibledisclosure@hhs.gov,HEALTHCARE.GOV,HEALTHCARE.GOV
310,5,561,566,0.0088339222614841,home,310,HEALTHDATA.GOV,Federal - Executive,Department of Health and Human Services,Office of the Secretary,Washington,DC,responsibledisclosure@hhs.gov,HEALTHDATA.GOV,HEALTHDATA.GOV
311,1,530,531,0.0018832391713747645,home,311,HEALTHFINDER.GOV,Federal - Executive,Department of Health and Human Services,"Office of Disease Prevention and Health Promotion, Office of the Secretary",Washington,DC,responsibledisclosure@hhs.gov,HEALTHFINDER.GOV,HEALTHFINDER.GOV
313,24,631,655,0.0366412213740458,home,313,HEALTHIT.GOV,Federal - Executive,Department of Health and Human Services,"Office of the National Coordinator, Office of the Secretary",Washington,DC,responsibledisclosure@hhs.gov,HEALTHIT.GOV,HEALTHIT.GOV
315,0,1146,1146,0.0,home,315,HEARTTRUTH.GOV,Federal - Executive,Department of Health and Human Services,"National Heart, Lung & Blood Institute, NIH",Bethesda,MD,responsibledisclosure@hhs.gov,HEARTTRUTH.GOV,HEARTTRUTH.GOV
316,11,1044,1055,0.01042654028436019,home,316,HHS.GOV,Federal - Executive,Department of Health and Human Services,Office of the Secretary,Washington,DC,responsibledisclosure@hhs.gov,HHS.GOV,HHS.GOV
319,0,859,859,0.0,home,319,HIV.GOV,Federal - Executive,Department of Health and Human Services,"Office of the Assistant Secretary for Health, Office of the Secretary",Washington,DC,responsibledisclosure@hhs.gov,HIV.GOV,HIV.GOV
320,3,1167,1170,0.002564102564102564,home,320,HRSA.GOV,Federal - Executive,Department of Health and Human Services,Health Resources and Services Administration,Rockville,MD,responsibledisclosure@hhs.gov,HRSA.GOV,HRSA.GOV
321,10,689,699,0.01430615164520744,home,321,IDEALAB.GOV,Federal - Executive,Department of Health and Human Services,Office of the Secretary,Washington,DC,responsibledisclosure@hhs.gov,IDEALAB.GOV,IDEALAB.GOV
322,17,872,889,0.019122609673790775,home,322,IHS.GOV,Federal - Executive,Department of Health and Human Services,Indian Health Service / Office of IT,Albuquerque,NM,responsibledisclosure@hhs.gov,IHS.GOV,IHS.GOV
323,24,817,841,0.028537455410225922,home,323,INSUREKIDSNOW.GOV,Federal - Executive,Department of Health and Human Services,Centers for Medicare and Medicaid Services,Baltimore,MD,responsibledisclosure@hhs.gov,INSUREKIDSNOW.GOV,INSUREKIDSNOW.GOV
324,4,10,14,0.2857142857142857,home,324,LONGTERMCARE.GOV,Federal - Executive,Department of Health and Human Services,Administration for Community Living,Washington,DC,responsibledisclosure@hhs.gov,LONGTERMCARE.GOV,LONGTERMCARE.GOV
325,32,1895,1927,0.01660612350804359,home,325,MEDICAID.GOV,Federal - Executive,Department of Health and Human Services,Centers for Medicare and Medicaid Services,Baltimore,MD,responsibledisclosure@hhs.gov,MEDICAID.GOV,MEDICAID.GOV
328,9,1096,1105,0.008144796380090498,home,328,MEDICARE.GOV,Federal - Executive,Department of Health and Human Services,Centers for Medicare and Medicaid Services,Baltimore,MD,responsibledisclosure@hhs.gov,MEDICARE.GOV,MEDICARE.GOV
329,7,427,434,0.016129032258064516,home,329,MEDLINEPLUS.GOV,Federal - Executive,Department of Health and Human Services,"National Library of Medicine, NIH",Bethesda,MD,responsibledisclosure@hhs.gov,MEDLINEPLUS.GOV,MEDLINEPLUS.GOV
330,3,1539,1542,0.0019455252918287938,home,330,MENTALHEALTH.GOV,Federal - Executive,Department of Health and Human Services,SAMHSA Office of Communications,Rockville,MD,ResponsibleDisclosure@hhs.gov,MENTALHEALTH.GOV,MENTALHEALTH.GOV
331,22,356,378,0.0582010582010582,home,331,MESH.GOV,Federal - Executive,Department of Health and Human Services,"National Library of Medicine, NIH",Bethesda,MD,responsibledisclosure@hhs.gov,MESH.GOV,MESH.GOV
332,0,503,503,0.0,home,332,MYMEDICARE.GOV,Federal - Executive,Department of Health and Human Services,Centers for Medicare and Medicaid Services,Baltimore,MD,responsibledisclosure@hhs.gov,MYMEDICARE.GOV,MYMEDICARE.GOV
334,0,541,541,0.0,home,334,NEXTLEGENDS.GOV,Federal - Executive,Department of Health and Human Services,"FDA, Center for Tobacco Products",Silver Spring,MD,responsibledisclosure@hhs.gov,NEXTLEGENDS.GOV,NEXTLEGENDS.GOV
337,7,682,689,0.010159651669085631,home,337,NLM.GOV,Federal - Executive,Department of Health and Human Services,"National Library of Medicine, NIH",Bethesda,MD,responsibledisclosure@hhs.gov,NLM.GOV,NLM.GOV
338,22,718,740,0.02972972972972973,home,338,NNLM.GOV,Federal - Executive,Department of Health and Human Services,"National Library of Medicine, NIH",Bethesda,MD,responsibledisclosure@hhs.gov,NNLM.GOV,NNLM.GOV
339,16,1508,1524,0.010498687664041995,home,339,OPIOIDS.GOV,Federal - Executive,Department of Health and Human Services,Office of the Secretary,Washington,DC,responsibledisclosure@hhs.gov,OPIOIDS.GOV,OPIOIDS.GOV
340,8,806,814,0.009828009828009828,home,340,ORGANDONOR.GOV,Federal - Executive,Department of Health and Human Services,Health Resources and Services Administration,Rockville,MD,responsibledisclosure@hhs.gov,ORGANDONOR.GOV,ORGANDONOR.GOV
341,8,1018,1026,0.007797270955165692,home,341,PANDEMICFLU.GOV,Federal - Executive,Department of Health and Human Services,Centers for Disease Control and Prevention,Atlanta,GA,responsibledisclosure@hhs.gov,PANDEMICFLU.GOV,PANDEMICFLU.GOV
342,16,704,720,0.022222222222222223,home,342,PHE.GOV,Federal - Executive,Department of Health and Human Services,"Assistant Secretary for Preparedness and Response, Office of the Secretary",Washington,DC,responsibledisclosure@hhs.gov,PHE.GOV,PHE.GOV
343,11,1233,1244,0.008842443729903537,home,343,PSC.GOV,Federal - Executive,Department of Health and Human Services,"Program Support Center, Office of the Secretary",Rockville,MD,responsibledisclosure@hhs.gov,PSC.GOV,PSC.GOV
344,3,5,8,0.375,home,344,PUBMED.GOV,Federal - Executive,Department of Health and Human Services,"National Library of Medicine, NIH",Bethesda,MD,responsibledisclosure@hhs.gov,PUBMED.GOV,PUBMED.GOV
345,5,1439,1444,0.0034626038781163434,home,345,RECOVERYMONTH.GOV,Federal - Executive,Department of Health and Human Services,Substance Abuse and Mental Health Services Administration,Rockville,MD,responsibledisclosure@hhs.gov,RECOVERYMONTH.GOV,RECOVERYMONTH.GOV
346,5,333,338,0.014792899408284023,home,346,REPRODUCTIVEHEALTHSERVICES.GOV,Federal - Executive,Department of Health and Human Services,Department of Health and Human Services,Washington,DC,responsibledisclosure@hhs.gov,REPRODUCTIVEHEALTHSERVICES.GOV,REPRODUCTIVEHEALTHSERVICES.GOV
347,9,1520,1529,0.005886200130804447,home,347,SAMHSA.GOV,Federal - Executive,Department of Health and Human Services,Substance Abuse and Mental Health Services Administration,Rockville,MD,responsibledisclosure@hhs.gov,SAMHSA.GOV,SAMHSA.GOV
348,6,721,727,0.008253094910591471,home,348,SELECTAGENTS.GOV,Federal - Executive,Department of Health and Human Services,Centers for Disease Control and Prevention,Atlanta,GA,ResponsibleDisclosure@hhs.gov,SELECTAGENTS.GOV,SELECTAGENTS.GOV
349,0,455,455,0.0,home,349,SIMPLEREPORT.GOV,Federal - Executive,Department of Health and Human Services,Centers for Disease Control and Prevention,Atlanta,GA,ResponsibleDisclosure@hhs.gov,SIMPLEREPORT.GOV,SIMPLEREPORT.GOV
350,14,522,536,0.026119402985074626,home,350,SMOKEFREE.GOV,Federal - Executive,Department of Health and Human Services,"National Cancer Institute, NIH",Rockville,MD,responsibledisclosure@hhs.gov,SMOKEFREE.GOV,SMOKEFREE.GOV
351,4,519,523,0.0076481835564053535,home,351,STOPALCOHOLABUSE.GOV,Federal - Executive,Department of Health and Human Services,Substance Abuse and Mental Health Services Administration,Rockville,MD,responsibledisclosure@hhs.gov,STOPALCOHOLABUSE.GOV,STOPALCOHOLABUSE.GOV
352,5,616,621,0.008051529790660225,home,352,STOPBULLYING.GOV,Federal - Executive,Department of Health and Human Services,Office of the Secretary,Washington,DC,responsibledisclosure@hhs.gov,STOPBULLYING.GOV,STOPBULLYING.GOV
353,10,900,910,0.01098901098901099,home,353,SURGEONGENERAL.GOV,Federal - Executive,Department of Health and Human Services,"Office of the Surgeon General, Office of the Secretary",Washington,DC,responsibledisclosure@hhs.gov,SURGEONGENERAL.GOV,SURGEONGENERAL.GOV
354,0,831,831,0.0,home,354,THEBRAININITIATIVE.GOV,Federal - Executive,Department of Health and Human Services,National Institute of Neurological Disorders and Stroke,Bethesda,MD,NINDSISSO@ninds.nih.gov,THEBRAININITIATIVE.GOV,THEBRAININITIATIVE.GOV
355,3,592,595,0.005042016806722689,home,355,THEREALCOST.GOV,Federal - Executive,Department of Health and Human Services,U. S. Food and Drug Administration,Silver Spring,MD,ResponsibleDisclosure@hhs.gov,THEREALCOST.GOV,THEREALCOST.GOV
356,14,522,536,0.026119402985074626,home,356,THISFREELIFE.GOV,Federal - Executive,Department of Health and Human Services,U. S. Food and Drug Administration,Silver Spring,MD,ResponsibleDisclosure@hhs.gov,THISFREELIFE.GOV,THISFREELIFE.GOV
