page_id,violations,passes,total_checks,failure_rate,id,source_id,rank,title,type,issn,sjr,sjr_best_quartile,h_index,total_docs_2022,total_docs_3years,total_refs,total_cites_3years,citable_docs_3years,cites_per_doc_2years,ref_per_doc,country,region,publisher,coverage,categories,areas,url,page_type,is_filter
16952_home,7,960,967,0.007238883143743537,16952,sjr_22563,16952,Journal of Ichthyology,journal,"00329452, 15318486","0,248",Q3,22,138,304,6742,210,304,"0,65","48,86",United States,Northern America,Pleiades Publishing,"1976-1977, 1979-1984, 1987, 1990-1995, 2006-2022",Agricultural and Biological Sciences (miscellaneous) (Q3); Aquatic Science (Q3),Agricultural and Biological Sciences,https://link.springer.com/journal/11489,home,False
16962_home,5,21,26,0.19230769230769232,16962,sjr_21100873734,16962,New Zealand Journal of Physiotherapy,journal,"22304886, 03037193","0,248",Q3,4,16,51,717,41,41,"0,74","44,81",New Zealand,Pacific Region,Physiotherapy New Zealand,2018-2022,"Physical Therapy, Sports Therapy and Rehabilitation (Q3)",Health Professions,https://pnz.org.nz/nz-journal-physiotherapy,home,False
16963_home,27,427,454,0.05947136563876652,16963,sjr_11600153828,16963,Psihologijske Teme,journal,13320742,"0,248",Q3,21,38,104,1940,76,100,"0,62","51,05",Croatia,Eastern Europe,Faculty of Arts and Sciences in Rijeka,2009-2022,Clinical Psychology (Q3); Applied Psychology (Q4); Social Psychology (Q4),Psychology,http://www.ffri.hr/psihologija/en/65-english/psychological-topics.html,home,False
16969_home,16,503,519,0.030828516377649325,16969,sjr_21101023406,16969,Zoodiversity,journal,"2707725X, 27077268","0,248",Q3,15,43,150,1549,101,149,"0,58","36,02",Ukraine,Eastern Europe,National Academy of Sciences of Ukraine,2020-2022,"Animal Science and Zoology (Q3); Ecology, Evolution, Behavior and Systematics (Q4)",Agricultural and Biological Sciences,http://ojs.akademperiodyka.org.ua/index.php/Zoodiversity/index,home,False
16981_home,71,662,733,0.09686221009549795,16981,sjr_56987,16981,Hellenic Journal of Nuclear Medicine,journal,17905427,"0,247",Q3,24,49,194,0,186,171,"0,89","0,00",Greece,Western Europe,Hellenic Society of Nuclear Medicine,2004-2022,"Medicine (miscellaneous) (Q3); Radiology, Nuclear Medicine and Imaging (Q3)",Medicine,https://www.nuclmed.gr/issue/,home,False
16986_home,2,128,130,0.015384615384615385,16986,sjr_3300148002,16986,Journal for Nurse Practitioners,journal,15554155,"0,247",Q2,25,286,849,5872,572,707,"0,69","20,53",United States,Northern America,Elsevier,2005-2022,Advanced and Specialized Nursing (Q2); Fundamentals and Skills (Q3); LPN and LVN (Q3),Nursing,https://www.npjournal.org/,home,False
16991_home,26,620,646,0.04024767801857585,16991,sjr_19500157307,16991,Journal of the Saudi Heart Association,journal,"22125043, 10167315","0,247",Q3,21,33,182,983,145,171,"0,71","29,79",Saudi Arabia,Middle East,Saudi Heart Association,2009-2022,Cardiology and Cardiovascular Medicine (Q3),Medicine,https://www.j-saudi-heart.com/jsha/,home,False
16995_home,64,1212,1276,0.050156739811912224,16995,sjr_18057,16995,Neurosciences,journal,13196138,"0,247",Q4,26,50,192,1007,158,159,"0,66","20,14",Saudi Arabia,Middle East,Saudi Arabian Armed Forces Hospital,2002-2022,Neurology (clinical) (Q4); Psychiatry and Mental Health (Q4),Medicine,http://www.nsj.org.sa/,home,False
16999_home,33,1001,1034,0.031914893617021274,16999,sjr_4300151410,16999,Revista Arvore,journal,01006762,"0,247",Q3,34,31,121,1278,96,121,"0,65","41,23",Brazil,Latin America,Sociedade de Investigacoes Florestais,2006-2022,Forestry (Q3),Agricultural and Biological Sciences,http://revistaarvore.org.br/en/home-2/,home,False
169_home,2,128,130,0.015384615384615385,169,sjr_120008,169,Annual Review of Physiology,journal,"00664278, 15451585","6,429",Q1,228,27,73,3990,1560,73,"18,17","147,78",United States,Northern America,Annual Reviews Inc.,1946-2022,Physiology (Q1),"Biochemistry, Genetics and Molecular Biology",https://www.annualreviews.org/journal/physiol,home,False
17004_home,142,959,1101,0.12897366030881016,17004,sjr_21100875599,17004,Turkish Journal of Emergency Medicine,journal,24522473,"0,247",Q3,16,39,109,813,102,109,"0,78","20,85",Turkey,Middle East,Wolters Kluwer Medknow Publications,2015-2022,Critical Care and Intensive Care Medicine (Q3); Emergency Medicine (Q3),Medicine,https://www.turkjemergmed.com/,home,False
17005_home,11,470,481,0.02286902286902287,17005,sjr_21101092538,17005,Vascular and Endovascular Review,journal,"25163299, 25163302","0,247",Q3,1,5,5,150,4,5,"0,80","30,00",United Kingdom,Western Europe,Radcliffe Medical Media,2021-2022,Cardiology and Cardiovascular Medicine (Q3); Surgery (Q3),Medicine,https://verjournal.com/,home,False
17010_home,6,245,251,0.02390438247011952,17010,sjr_18200156711,17010,Bangladesh Journal of Pharmacology,journal,"1991007X, 19910088","0,246",Q3,28,22,65,656,65,49,"0,97","29,82",Bangladesh,Asiatic Region,Bangladesh Pharmacological Society,2009-2022,Pharmacology (Q3),"Pharmacology, Toxicology and Pharmaceutics",http://bdpsjournal.org/index.php/bjp/about,home,False
17014_home,4,169,173,0.023121387283236993,17014,sjr_20699,17014,Current Science,journal,00113891,"0,246",Q2,130,394,1816,10328,1552,1467,"0,71","26,21",India,Asiatic Region,Indian Academy of Sciences,"1945-1951, 1973-1989, 1993-2022",Multidisciplinary (Q2),Multidisciplinary,https://ojs.currentscience.ac.in/,home,False
17015_home,4,199,203,0.019704433497536946,17015,sjr_19700201647,17015,Egyptian Rheumatologist,journal,"11101164, 20902433","0,246",Q4,19,71,181,2423,192,181,"1,01","34,13",Egypt,Africa/Middle East,The Egyptian Society for Joint Diseases and Arthritis,2011-2023,Rheumatology (Q4),Medicine,https://www.journals.elsevier.com/the-egyptian-rheumatologist/,home,False
17021_home,2,128,130,0.015384615384615385,17021,sjr_18604,17021,Grana,journal,"00173134, 16512049","0,246",Q3,42,35,109,1583,112,96,"0,92","45,23",United Kingdom,Western Europe,Taylor and Francis Ltd.,"1970-1974, 1978-2022","Plant Science (Q3); Ecology, Evolution, Behavior and Systematics (Q4)",Agricultural and Biological Sciences,https://www.tandfonline.com/toc/sgra20/current,home,False
17022_home,42,533,575,0.07304347826086957,17022,sjr_21101039255,17022,Historia Naturalis Bulgarica,journal,"26033186, 02053640","0,246",Q3,2,21,37,410,13,37,"0,35","19,52",Bulgaria,Eastern Europe,Bulgarska Akademiya na Naukite,2020-2022,Animal Science and Zoology (Q3); Aquatic Science (Q3); Insect Science (Q3); Plant Science (Q3),Agricultural and Biological Sciences,https://www.nmnhs.com/historia-naturalis-bulgarica/,home,False
17024_home,108,1275,1383,0.07809110629067245,17024,sjr_29865,17024,Indian Journal of Cancer,journal,"19984774, 0019509X","0,246",Q4,42,121,327,3322,240,239,"0,63","27,45",India,Asiatic Region,Wolters Kluwer Medknow Publications,1965-2022,Oncology (Q4),Medicine,http://www.indianjcancer.com/,home,False
1702_home,12,897,909,0.013201320132013201,1702,sjr_5700191211,1702,World Journal of Emergency Surgery,journal,17497922,"1,712",Q1,57,58,177,2390,1280,174,"7,35","41,21",United Kingdom,Western Europe,BioMed Central Ltd.,2006-2022,Emergency Medicine (Q1); Surgery (Q1),Medicine,https://wjes.biomedcentral.com/,home,False
17033_home,31,779,810,0.03827160493827161,17033,sjr_14519,17033,Klinische Monatsblatter fur Augenheilkunde,journal,"00232165, 14393999","0,246",Q3,40,292,739,8574,381,570,"0,56","29,36",Germany,Western Europe,Ferdinand Enke Verlag,1963-2022,Medicine (miscellaneous) (Q3); Ophthalmology (Q3),Medicine,https://www.thieme.de/de/klinische-monatsblaetter-augenheilkunde/profil-3868.htm,home,False
17037_home,3,888,891,0.003367003367003367,17037,sjr_19700180845,17037,Pachyderm,journal,"10262881, 16835018","0,246",Q3,15,21,56,542,31,35,"0,62","25,81",Switzerland,Western Europe,International Union for Conservation of Nature and Natural Resources,"2008-2015, 2017-2021",Animal Science and Zoology (Q3),Agricultural and Biological Sciences,https://pachydermjournal.org/index.php/pachyderm,home,False
1703_home,2,128,130,0.015384615384615385,1703,sjr_38597,1703,FEBS Journal,journal,"1742464X, 14321033","1,711",Q1,222,583,1108,59226,5865,1014,"5,26","101,59",United Kingdom,Western Europe,Wiley-Blackwell,2005-2022,Biochemistry (Q1); Cell Biology (Q1); Molecular Biology (Q1),"Biochemistry, Genetics and Molecular Biology",https://febs.onlinelibrary.wiley.com/journal/17424658,home,False
17040_home,147,595,742,0.19811320754716982,17040,sjr_21100840355,17040,Radiatsionnaya Gygiena,journal,"1998426X, 24099082","0,246",Q3,8,33,145,619,72,145,"0,37","18,76",Russia,Eastern Europe,Saint-Petersburg Research Institute of Radiation Hygiene after Professor P.V. Ramzaev,2017-2022,"Radiology, Nuclear Medicine and Imaging (Q3)",Medicine,https://www.radhyg.ru/jour/article/view/158?locale=en_US#,home,False
17046_home,4,199,203,0.019704433497536946,17046,sjr_21401,17046,Advances in Anesthesia,journal,07376146,"0,245",Q3,10,15,48,950,45,45,"0,58","63,33",United States,Northern America,Academic Press,2003-2021,Anesthesiology and Pain Medicine (Q3),Medicine,https://www.journals.elsevier.com/advances-in-anesthesia,home,False
17048_home,2,132,134,0.014925373134328358,17048,sjr_21100388381,17048,Aerospace medicine and human performance,journal,"23756322, 23756314","0,245",Q3,78,170,510,2080,326,462,"0,61","12,24",United States,Northern America,Aerospace Medical Association,2015-2022,"Medicine (miscellaneous) (Q3); Public Health, Environmental and Occupational Health (Q3)",Medicine,http://www.asma.org/journal,home,False
1704_home,82,1177,1259,0.06513105639396347,1704,sjr_27505,1704,Human Reproduction,journal,"14602350, 02681161","1,711",Q1,245,279,934,8583,4967,799,"4,93","30,76",United Kingdom,Western Europe,Oxford University Press,1986-2022,Obstetrics and Gynecology (Q1); Rehabilitation (Q1); Reproductive Medicine (Q1),Medicine,https://academic.oup.com/humrep,home,False
17052_home,17,242,259,0.06563706563706563,17052,sjr_15233,17052,Australasian Journal of Disaster and Trauma Studies,journal,11744707,"0,245",Q4,20,19,29,844,34,29,"1,33","44,42",New Zealand,Pacific Region,Massey University,"1997, 2004-2008, 2010-2022",Applied Psychology (Q4),Psychology,https://www.massey.ac.nz/~trauma/,home,False
17080_home,5,463,468,0.010683760683760684,17080,sjr_17838,17080,Medical Journal of Malaysia,journal,03005283,"0,245",Q3,39,158,516,3275,425,484,"0,79","20,73",Malaysia,Asiatic Region,Malaysian Medical Association,"1963-1964, 1973-2022",Medicine (miscellaneous) (Q3),Medicine,http://www.e-mjm.org/,home,False
17081_home,22,492,514,0.042801556420233464,17081,sjr_18367,17081,Medicina,journal,"16699106, 00257680","0,245",Q3,34,210,581,4200,370,441,"0,59","20,00",Argentina,Latin America,Instituto de Investigaciones Medicas,1945-2022,Medicine (miscellaneous) (Q3),Medicine,https://www.medicinabuenosaires.com/,home,False
17086_home,2,128,130,0.015384615384615385,17086,sjr_21100785517,17086,Respirology Case Reports,journal,20513380,"0,245",Q4,14,170,459,1547,325,424,"0,73","9,10",United Kingdom,Western Europe,Wiley-Blackwell,2013-2022,Pulmonary and Respiratory Medicine (Q4),Medicine,https://onlinelibrary.wiley.com/journal/20513380,home,False
17092_home,36,1399,1435,0.025087108013937282,17092,sjr_25394,17092,Zeitschrift fur Gastroenterologie,journal,"00442771, 14397803","0,245",Q3,62,374,956,11081,312,359,"0,28","29,63",Germany,Western Europe,Karl Demeter Verlag GmbH,1971-2022,Gastroenterology (Q3); Medicine (miscellaneous) (Q3),Medicine,https://www.thieme.de/de/zeitschrift-gastroenterologie/aktuelle-ausgabe-4568.htm,home,False
17097_home,24,705,729,0.03292181069958848,17097,sjr_21101038724,17097,AORTA,journal,23254637,"0,244",Q3,16,35,149,557,108,144,"0,48","15,91",United States,Northern America,Thieme Medical Publishers Inc.,2013-2022,"Cardiology and Cardiovascular Medicine (Q3); Radiology, Nuclear Medicine and Imaging (Q3); Surgery (Q3)",Medicine,https://www.thieme-connect.com/products/ejournals/journal/10.1055/s-00039245,home,False
17109_home,23,259,282,0.08156028368794327,17109,sjr_21100941737,17109,Hawai'i journal of health &amp; social welfare,journal,26415224,"0,244",Q3,31,77,253,0,184,250,"0,71","0,00",United States,Northern America,University Health Partners of Hawaii,2019-2022,Medicine (miscellaneous) (Q3),Medicine,https://hawaiijournalhealth.org/,home,False
17115_home,86,1105,1191,0.07220822837951302,17115,sjr_21100455208,17115,Journal of Cutaneous and Aesthetic Surgery,journal,"09745157, 09742077","0,244",Q3,19,86,158,1389,130,139,"0,63","16,15",India,Asiatic Region,Wolters Kluwer Medknow Publications,2015-2022,Dermatology (Q3); Surgery (Q3),Medicine,http://www.jcasonline.com/,home,False
1711_home,7,1630,1637,0.004276114844227245,1711,sjr_28665,1711,Zhonghua fu chan ke za zhi,journal,0529567X,"1,707",Q1,21,0,2,0,27,2,"13,50","0,00",China,Asiatic Region,Zhonghua Yixuehui Zazhishe,"1960, 1979-2016, 2020",Medicine (miscellaneous) (Q1),Medicine,http://eng.med.wanfangdata.com.cn/JournalDetail.aspx?qid=zhfck,home,False
17123_home,6,245,251,0.02390438247011952,17123,sjr_30008,17123,Revista da Escola de Enfermagem da U S P,journal,00806234,"0,244",Q3,33,176,516,3744,479,511,"0,81","21,27",Brazil,Latin America,University of Sao Paolo,1967-2022,Nursing (miscellaneous) (Q3),Nursing,https://www.revistas.usp.br/reeusp,home,False
1712_home,63,1576,1639,0.03843807199511898,1712,sjr_21846,1712,Anesthesiology,journal,"15281175, 00033022","1,706",Q1,256,274,1287,7495,4110,690,"3,36","27,35",United States,Northern America,Lippincott Williams and Wilkins,1945-2022,Anesthesiology and Pain Medicine (Q1),Medicine,https://anesthesiology.pubs.asahq.org/journal.aspx,home,False
17130_home,2,128,130,0.015384615384615385,17130,sjr_22470,17130,Asian Cardiovascular and Thoracic Annals,journal,"02184923, 18165370","0,243",Q3,30,179,422,3221,293,393,"0,77","17,99",United States,Northern America,SAGE Publications,1994-2022,Cardiology and Cardiovascular Medicine (Q3); Medicine (miscellaneous) (Q3); Surgery (Q3); Pulmonary and Respiratory Medicine (Q4),Medicine,https://journals.sagepub.com/home/aan,home,False
17132_home,4,199,203,0.019704433497536946,17132,sjr_29227,17132,Chinese Medical Sciences Journal,journal,10019294,"0,243",Q3,25,48,139,1329,129,135,"0,86","27,69",United Kingdom,Western Europe,Elsevier,1991-2022,Medicine (miscellaneous) (Q3),Medicine,https://www.journals.elsevier.com/chinese-medical-sciences-journal,home,False
17143_home,7,978,985,0.007106598984771574,17143,sjr_12100155625,17143,Indian Journal of Thoracic and Cardiovascular Surgery,journal,"09709134, 09737723","0,243",Q3,11,188,508,3508,306,411,"0,58","18,66",India,Asiatic Region,Springer India,"1982-1985, 1987, 1989, 1991-1996, 2000-2022",Cardiology and Cardiovascular Medicine (Q3); Surgery (Q3); Pulmonary and Respiratory Medicine (Q4),Medicine,https://www.springer.com/journal/12055,home,False
1715_home,2,128,130,0.015384615384615385,1715,sjr_12211,1715,Journal of Bone and Mineral Research,journal,"15234681, 08840431","1,705",Q1,262,244,730,12456,3976,636,"5,19","51,05",United States,Northern America,Wiley-Blackwell,1986-2022,"Endocrinology, Diabetes and Metabolism (Q1); Orthopedics and Sports Medicine (Q1)",Medicine,https://asbmr.onlinelibrary.wiley.com/journal/15234681,home,False
17161_home,59,636,695,0.08489208633093526,17161,sjr_13049,17161,Polish Journal of Pathology,journal,12339687,"0,243",Q3,27,43,130,1342,102,111,"0,60","31,21",Poland,Eastern Europe,Versalius University Medical Publisher,1994-2022,Medicine (miscellaneous) (Q3); Pathology and Forensic Medicine (Q3),Medicine,https://www.termedia.pl/Journal/Polish_Journal_of_Pathology-55,home,False
17163_home,468,5051,5519,0.08479797064685632,17163,sjr_19400157212,17163,SHILAP Revista de lepidopterologia,journal,03005267,"0,243",Q3,13,83,191,1701,67,190,"0,36","20,49",Spain,Western Europe,Sociedad Hispano-Luso-Americana Lepidopterologia-Shilap,"2008-2013, 2015-2022","Animal Science and Zoology (Q3); Insect Science (Q3); Ecology, Evolution, Behavior and Systematics (Q4)",Agricultural and Biological Sciences,https://www.redalyc.org/revista.oa?id=455&numero=60393,home,False
17168_home,119,746,865,0.1375722543352601,17168,sjr_14512,17168,Archivos Argentinos de Pediatria,journal,"03250075, 16683501","0,242",Q3,23,136,620,2786,412,550,"0,62","20,49",Argentina,Latin America,Sociedad Argentina de Pediatria,"1945, 1960-1974, 1976-1978, 2008-2023","Pediatrics, Perinatology and Child Health (Q3)",Medicine,https://www.sap.org.ar/publicaciones/archivos.html,home,False
17169_home,2,128,130,0.015384615384615385,17169,sjr_8600153103,17169,Baylor University Medical Center Proceedings,journal,"08998280, 15253252","0,242",Q4,15,278,659,3835,447,620,"0,69","13,79",United States,Northern America,Taylor and Francis Ltd.,"2000, 2017-2022",Medicine (miscellaneous) (Q4),Medicine,https://www.tandfonline.com/toc/ubmc20/current,home,False
17171_home,1,212,213,0.004694835680751174,17171,sjr_12820,17171,Canadian Journal of Community Mental Health,journal,"07133936, 19297084","0,242",Q3,26,35,55,1282,33,53,"0,60","36,63",Canada,Northern America,Wilfrid Laurier University Press,"1987-2012, 2014-2015, 2017-2018, 2020-2022","Public Health, Environmental and Occupational Health (Q3); Psychiatry and Mental Health (Q4)",Medicine,https://ojs.library.ubc.ca/index.php/cjcmh/index,home,False
17190_home,32,560,592,0.05405405405405406,17190,sjr_21100201057,17190,Korean Journal of Adult Nursing,journal,"2288338X, 12254886","0,242",Q3,12,52,172,1709,141,171,"0,87","32,87",South Korea,Asiatic Region,Korean Society of Adult Nursing,2012-2022,Nursing (miscellaneous) (Q3),Nursing,https://kjan.or.kr/,home,False
17195_home,110,1056,1166,0.09433962264150944,17195,sjr_21100926532,17195,Nursing and Midwifery Studies,journal,"23221674, 23221488","0,242",Q2,6,41,110,1213,118,108,"0,99","29,59",India,Asiatic Region,Wolters Kluwer Medknow Publications,2019-2022,Advanced and Specialized Nursing (Q2); Maternity and Midwifery (Q3),Nursing,http://nmsjournal.kaums.ac.ir/,home,False
171_home,2,128,130,0.015384615384615385,171,sjr_19700174677,171,Science Translational Medicine,journal,"19466234, 19466242","6,361",Q1,265,331,1193,21378,15682,1105,"13,44","64,59",United States,Northern America,American Association for the Advancement of Science,2009-2022,Medicine (miscellaneous) (Q1),Medicine,https://stm.sciencemag.org/,home,False
17200_home,58,360,418,0.13875598086124402,17200,sjr_21100827932,17200,Rastitel'nost' Rossii,journal,20730659,"0,242",Q3,5,17,40,1221,24,40,"0,75","71,82",Russia,Eastern Europe,"Russian Academy of Sciences, V.L. Komarov Institute of Botany",2017-2022,"Plant Science (Q3); Ecology, Evolution, Behavior and Systematics (Q4)",Agricultural and Biological Sciences,https://ores.su/en/journals/rastitelnost-rossii/,home,False
17203_home,29,316,345,0.08405797101449275,17203,sjr_130187,17203,Southeastern Naturalist,journal,15287092,"0,242",Q4,32,26,215,979,116,214,"0,54","37,65",United States,Northern America,Humboldt Field Research Institute,2002-2022,"Ecology, Evolution, Behavior and Systematics (Q4)",Agricultural and Biological Sciences,https://www.eaglehill.us/programs/journals/sena/southeastern-naturalist.shtml,home,False
17212_home,7,2087,2094,0.0033428844317096467,17212,sjr_21101055747,17212,Australian Journal of Otolaryngology,journal,26162792,"0,241",Q3,6,32,104,774,56,103,"0,34","24,19",China,Asiatic Region,AME Publishing Company,2018-2022,Otorhinolaryngology (Q3),Medicine,https://www.theajo.com/,home,False
17234_home,38,792,830,0.04578313253012048,17234,sjr_21101101205,17234,Modern Rheumatology Case Reports,journal,24725625,"0,241",Q4,8,68,177,1421,110,175,"0,74","20,90",United Kingdom,Western Europe,Oxford University Press,2017-2022,Rheumatology (Q4),Medicine,https://academic.oup.com/mrcr,home,False
17238_home,3,627,630,0.004761904761904762,17238,sjr_21100792747,17238,Ornamental Horticulture,journal,2447536X,"0,241",Q3,10,47,183,1474,171,175,"0,86","31,36",Brazil,Latin America,Brazilian Society of Floriculture and Ornamental Plants,2016-2022,Horticulture (Q3); Plant Science (Q3),Agricultural and Biological Sciences,https://ornamentalhorticulture.emnuvens.com.br/rbho,home,False
1723_home,2,128,130,0.015384615384615385,1723,sjr_5800207373,1723,Journal of Positive Psychology,journal,"17439760, 17439779","1,701",Q1,92,134,242,7704,1410,239,"5,42","57,49",United Kingdom,Western Europe,Routledge,2006-2022,Psychology (miscellaneous) (Q1),Psychology,https://www.tandfonline.com/toc/rpos20/current,home,False
17247_home,7,960,967,0.007238883143743537,17247,sjr_21100860733,17247,Trends in Psychology,journal,23581883,"0,241",Q4,11,142,157,8237,133,155,"0,93","58,01",Brazil,Latin America,Sociedade Brasileira de Psicologia,2018-2022,Psychology (miscellaneous) (Q4),Psychology,https://www.springer.com/journal/43076,home,False
17253_home,2,128,130,0.015384615384615385,17253,sjr_20400,17253,Acta Chirurgica Belgica,journal,00015458,"0,240",Q3,40,131,252,2814,205,247,"0,64","21,48",United Kingdom,Western Europe,Taylor and Francis Ltd.,1946-2022,Surgery (Q3); Medicine (miscellaneous) (Q4),Medicine,https://www.tandfonline.com/toc/tacb20/current,home,False
17272_home,2,128,130,0.015384615384615385,17272,sjr_15374,17272,Journal of Analytical Psychology,journal,"14685922, 00218774","0,240",Q3,27,110,193,1959,96,165,"0,54","17,81",United Kingdom,Western Europe,Wiley-Blackwell,1955-2022,Clinical Psychology (Q3),Psychology,https://onlinelibrary.wiley.com/journal/14685922?,home,False
17274_home,30,1447,1477,0.020311442112389978,17274,sjr_21100367873,17274,Journal of Horticultural Research,journal,"23005009, 23533978","0,240",Q3,12,20,67,897,73,67,"0,97","44,85",Poland,Eastern Europe,Sciendo,2014-2022,Agronomy and Crop Science (Q3); Food Science (Q3); Horticulture (Q3); Plant Science (Q3); Soil Science (Q3),Agricultural and Biological Sciences,https://content.sciendo.com/view/journals/johr/johr-overview.xml,home,False
17275_home,173,1444,1617,0.10698824984539271,17275,sjr_17226,17275,Journal of Medical Ultrasound,journal,"09296441, 22121552","0,240",Q3,18,85,205,1251,130,133,"0,60","14,72",Singapore,Asiatic Region,Wolters Kluwer Medknow Publications,1994-2022,"Radiology, Nuclear Medicine and Imaging (Q3)",Medicine,http://www.jmuonline.org/aboutus.asp,home,False
17281_home,69,1681,1750,0.03942857142857143,17281,sjr_19700201610,17281,Open Biochemistry Journal,journal,1874091X,"0,240",Q3,15,4,21,214,28,21,"1,18","53,50",Netherlands,Western Europe,Bentham Science Publishers,"2007, 2011-2022","Biochemistry, Genetics and Molecular Biology (miscellaneous) (Q3)","Biochemistry, Genetics and Molecular Biology",https://openbiochemistryjournal.com/,home,False
17284_home,20,326,346,0.057803468208092484,17284,sjr_13423,17284,Psychoanalytic Review,journal,"19433301, 00332836","0,240",Q3,20,26,81,584,25,79,"0,35","22,46",United States,Northern America,Guilford Publications,"1945-1957, 1963-2022",Clinical Psychology (Q3),Psychology,https://npap.org/psychoanalyticreview/,home,False
17286_home,8,812,820,0.00975609756097561,17286,sjr_21100264507,17286,Revista Peruana de Biologia,journal,"17279933, 15610837","0,240",Q3,24,46,184,1964,130,184,"0,64","42,70",Peru,Latin America,Asociacion de Biologos de la Universidad Nacional Mayor de San Marcos,"1974, 1980, 1990, 1992, 1998-2022",Agricultural and Biological Sciences (miscellaneous) (Q3),Agricultural and Biological Sciences,https://revistasinvestigacion.unmsm.edu.pe/index.php/rpb,home,False
17287_home,4,199,203,0.019704433497536946,17287,sjr_14121,17287,Revue Europeenne de Psychologie Appliquee,journal,11629088,"0,240",Q4,34,31,92,2139,102,89,"1,01","69,00",France,Western Europe,Elsevier,"1998, 2004-2022",Applied Psychology (Q4),Psychology,https://www.journals.elsevier.com/european-review-of-applied-psychology/,home,False
17292_home,16,723,739,0.02165087956698241,17292,sjr_20903,17292,Wisconsin Medical Journal,journal,10981861,"0,240",Q4,35,97,218,1445,142,170,"0,63","14,90",United States,Northern America,State Medical Society of Wisconsin,1945-2022,Medicine (miscellaneous) (Q4),Medicine,https://wmjonline.org/,home,False
17307_home,149,893,1042,0.14299424184261036,17307,sjr_21100826380,17307,Journal of Crop Protection,journal,"2251905X, 22519041","0,239",Q3,8,37,134,1585,116,134,"0,67","42,84",Iran,Middle East,Tarbiat Modares University,2017-2022,Agronomy and Crop Science (Q3); Plant Science (Q3),Agricultural and Biological Sciences,http://jcp.modares.ac.ir/,home,False
17310_home,53,1188,1241,0.0427074939564867,17310,sjr_21100197923,17310,Journal of Military Medicine,journal,17351537,"0,239",Q3,16,72,322,2635,331,307,"1,27","36,60",Iran,Middle East,Baqiyatallah University of Medical Sciences,2011-2022,"Public Health, Environmental and Occupational Health (Q3)",Medicine,http://militarymedj.ir/index.php?slc_lang=en,home,False
17312_home,32,1521,1553,0.0206052801030264,17312,sjr_21100781400,17312,Journal of Public Health in Africa,journal,"20389930, 20389922","0,239",Q4,19,114,101,3197,76,100,"0,82","28,04",Italy,Western Europe,PagePress Publications,"2010-2014, 2016-2022","Public Health, Environmental and Occupational Health (Q4)",Medicine,https://www.publichealthinafrica.org/index.php/jphia,home,False
17317_home,8,1927,1935,0.004134366925064599,17317,sjr_21101052761,17317,Mediastinum,journal,25226711,"0,239",Q3,5,24,80,570,45,62,"0,63","23,75",China,Asiatic Region,AME Publishing Company,2021-2022,"Cardiology and Cardiovascular Medicine (Q3); Radiology, Nuclear Medicine and Imaging (Q3); Endocrinology, Diabetes and Metabolism (Q4); Medicine (miscellaneous) (Q4); Oncology (Q4); Pulmonary and Respiratory Medicine (Q4)",Medicine,https://med.amegroups.org/,home,False
1731_home,2,128,130,0.015384615384615385,1731,sjr_21101034398,1731,American journal of obstetrics &amp; gynecology MFM,journal,25899333,"1,697",Q1,27,237,442,6415,2058,348,"4,99","27,07",Netherlands,Western Europe,Elsevier,2019-2022,Medicine (miscellaneous) (Q1); Obstetrics and Gynecology (Q1),Medicine,https://www.ajogmfm.org/,home,False
17321_home,18,1847,1865,0.0096514745308311,17321,sjr_21101053500,17321,Pediatric Medicine,journal,26175428,"0,239",Q3,7,32,121,1986,103,111,"0,62","62,06",China,Asiatic Region,AME Publishing Company,2018-2022,"Pediatrics, Perinatology and Child Health (Q3)",Medicine,https://pm.amegroups.com/,home,False
17325_home,21,210,231,0.09090909090909091,17325,sjr_20375,17325,Russian Journal of Nematology,journal,08696918,"0,239",Q3,24,5,41,306,38,39,"1,07","61,20",Russia,Eastern Europe,The Russian Society of Nematologists,1996-2022,"Animal Science and Zoology (Q3); Ecology, Evolution, Behavior and Systematics (Q4)",Agricultural and Biological Sciences,http://www.russjnematology.com/index.html,home,False
1733_home,59,1019,1078,0.05473098330241188,1733,sjr_17494,1733,Neuroepidemiology,journal,"02515350, 14230208","1,697",Q1,94,45,171,1269,928,162,"5,66","28,20",Switzerland,Western Europe,S. Karger AG,1982-2022,Epidemiology (Q1); Neurology (clinical) (Q1),Medicine,https://www.karger.com/Journal/Home/224263,home,False
17345_home,32,1475,1507,0.021234240212342402,17345,sjr_25996,17345,Immunohematology,journal,"19303955, 0894203X","0,238",Q4,27,23,86,407,41,84,"0,45","17,70",United States,Northern America,Sciendo,1987-2022,Hematology (Q4); Immunology and Allergy (Q4); Medicine (miscellaneous) (Q4),Medicine,https://www.redcrossblood.org/biomedical-services/educational-resources/immunohematology.html,home,False
17358_home,7,607,614,0.011400651465798045,17358,sjr_200147128,17358,Phyllomedusa,journal,15191397,"0,238",Q3,22,12,84,415,50,84,"0,46","34,58",Brazil,Latin America,ESALQ Universidade de Sao Paolo,2005-2021,Animal Science and Zoology (Q3),Agricultural and Biological Sciences,https://www.revistas.usp.br/phyllo/index,home,False
